REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,PRIZ_P,C2_5
3403,45,,1027739028855,3403,044585466,9/1/2013,"ЗАО КБ ""РУСНАРБАНК""","107140, г. Москва, ул. Верхняя Красносельская, дом 11 А, строение 1",1,22
3404,45,58528094,1027700427226,3404,044583571,9/1/2013,"ООО ""Трастовый Республиканский Банк""","115280, г. Москва, ул. Автозаводская, д. 5",1,31
3407,45,,1027700045780,3407,044525185,9/1/2013,"""БНП ПАРИБА"" ЗАО","125047, г. Москва, ул. Лесная, д. 5",1,22
3408,45,58248093,1025000006459,3408,044583746,9/1/2013,"ЗАО ""СМАРТБАНК""","127220, г. Москва, ул. Писцовая, д. 13 ""а""",1,23
3413,45,,1027600000251,3413,047897756,9/1/2013,"КБ ""РБА"" (ООО)","119049, г.Москва, Ленинский просп., д. 11, стр.3",1,27
3415,45,59012984,1027739312589,3415,044583782,9/1/2013,"ООО ""Банк РСИ""","115184, г. Москва, ул. Малая Ордынка, д. 35, стр. 1, подъезд 2",1,22
3416,45,59056622,1027739042143,3416,044583488,9/1/2013,"ООО ""Унифондбанк""","127473, г. Москва, 1-ый Волконский переулок, дом 13",1,22
3417,45,59055502,1027700047715,3417,044585487,9/1/2013,"КБ ""Новый век"" (ООО)","115093, г. Москва, ул. Щипок, д. 4, стр. 1",1,22
3420,45,59126802,1027744001438,3420-К,044583475,9/1/2013,"ЗАО НКО ""Частный РКЦ""","101000, г. Москва, ул. Мясницкая, д. 14/2, стр. 1",1,22
3421,45,,1027744002670,3421,044585498,9/1/2013,"ООО КБ ""Национальный стандарт""","119017, г. Москва, ул. Большая Ордынка, д. 52",1,27
3422,45,59718514,1027744002989,3422,044583653,9/1/2013,"АКБ ""НАЦКОРПБАНК"" ОАО","123557, г. Москва, Электрический переулок, дом 3/10, стр. 1",1,31
3423,45,,1027744004617,3423,044579555,9/1/2013,"""Миллениум Банк"" (ЗАО)","129090, г. Москва, Протопоповский переулок, дом 19, строение 10",1,31
3427,45,,1027744004903,3427-К,044585503,9/1/2013,"НКО ""Русское финансовое общество"" (ООО)","117418, г. Москва, ул. Гарибальди, д.36",1,22
3430,40,,1027800015209,3430-К,044030304,9/1/2013,"ЗАО НКО РКЦ ""КЛИРИНГОВЫЙ ДОМ""","192029, г. Санкт-Петербург, ул. Ольги Берггольц,  д. 11, литер А, помещение 2Н, комната 3",1,22
3433,45,14244869,1037711002284,3433,044579222,9/1/2013,"ООО КБ ""Стар Альянс""","115280,  г. Москва, ул. Автозаводская, д. 5",1,22
3434,45,14284024,1097711000122,3434,044585512,9/1/2013,"""РИАБАНК"" (ЗАО)","127055, Москва, Вадковский пер., д. 5, стр. 1",1,22
3435,45,14272305,1037711002471,3435,044585233,9/1/2013,"ООО КБ ""ИКФ""","105005, г. Москва, ул. Бауманская, д. 21",1,27
3436,45,70140300,1037711002339,3436,044583727,9/1/2013,"ООО ""Первый Клиентский Банк""","115280, г. Москва, ул. Ленинская Слобода, д. 19, строение 1",1,22
3437,45,70130365,1067711005185,3437,044583736,9/1/2013,Банк НФК (ЗАО),"115114, г. Москва, ул. Кожевническая, дом 14",1,27
3439,45,70171631,1037711005045,3439,044579188,9/1/2013,"КБ ""ДС-Банк"" (ООО)","105120, г. Москва, Большой Полуярославский переулок, дом 10, корпус 2",1,22
3440,45,70208433,1037711005782,3440,044579377,9/1/2013,"ОАО КБ ""ТЭСТ""","119119, г.  Москва, Ленинский проспект, дом 42, корпус 1",1,22
3441,45,70170324,1037711005804,3441,044599339,9/1/2013,"КБ ""Банк Развития Технологий"" (ЗАО)","107045, г. Москва, Сретенский бульвар, д.7/1/8, стр.3",1,27
3443,45,17534421,1037711007773,3443,044583616,9/1/2013,"ООО КБ ""Анелик РУ""","125124, г.Москва, 1-ая ул.Ямского Поля, д.19, стр.1",1,22
3446,45,,1037711012998,3446,044525500,9/1/2013,"""Коммерческий банк Индии"" ООО","109147, г. Москва, Марксистская ул., д. 16",1,22
3447,45,72047912,1107711000011,3447-К,044585276,9/1/2013,"РНКО ""ИРЦ"" ЗАО","121596, г. Москва, ул. Горбунова, д. 2, стр. 204, оф. В205",1,23
3449,45,,1041651600462,3449,044579714,9/1/2013,"ООО КБ ""Европейский Экспресс""","127051, г. Москва, Цветной бульвар, дом 11, строение 6",1,22
3450,45,72049182,1087711000046,3450,044585451,9/1/2013,"Банк ""РЕСО Кредит"" (ОАО)","125047, г. Москва, ул. Гашека, д. 12, стр. 1",1,31
3452,45,77318103,1057711000820,3452,044585115,9/1/2013,"КБ ""Альтернатива"" (ООО)","109028, г. Москва, пер. Казарменный, д. 6, стр. 1",1,22
3454,45,,1057711003569,3454-К,044583934,9/1/2013,"НКО ""ИНКАХРАН"" (ОАО)","105005, г.Москва, наб. Академика Туполева, д. 15, корп. 22",1,22
3457,22,77816597,1055200015408,3457,042202720,9/1/2013,"ЗАО ""ФОРУС Банк""","603000, г. Нижний Новгород, ул. Максима Горького, д.117",1,27
3459,78,,1057602820340,3459,047884705,9/1/2013,"ООО КБ ""Еврокапитал-Альянс""","152020, Ярославская область, г.Переславль-Залесский, ул.Комсомольская, д.1а",1,22
3460,45,,1057711014800,3460,044525717,9/1/2013,"ООО ""Америкэн Экспресс Банк""","119048, г. Москва, ул. Усачева, д. 33, стр. 1",1,23
3461,36,93583023,1066300000260,3461,043601927,9/1/2013,"ОАО ""Первобанк""","443086, г.Самара, ул.Ерошевского, 3 А",1,22
3463,45,,1067711001863,3463,044525733,9/1/2013,"ООО ""Ю Би Эс Банк""","115054, г. Москва, Павелецкая пл., д. 2, стр. 2, 11 эт.",1,22
3466,45,96537839,1067711004481,3466,044579734,9/1/2013,"ЗАО АКБ ""Национальный Клиринговый Центр""","125009, г. Москва, Большой Кисловский пер., д. 13",1,22
3467,45,,1067711004437,3467,044585550,9/1/2013,"ОАО КБ ""ЮНИСТРИМ""","127083, г. Москва, ул. Верхняя Масловка, д. 20, стр. 2",1,31
3468,40,98620556,1077800000167,3468,044030820,9/1/2013,Санкт-Петербургский банк инвестиций (ЗАО),"197101, г. Санкт-Петербург, ул. Большая Монетная, дом 16, корпус 30, Литер А",1,22
3470,45,80858748,1077711000058,3470,044525630,9/1/2013,"ЗАО ""Тойота Банк""","109028, г. Москва, Серебряническая наб., дом 29",1,22
3471,45,80858754,1077711000069,3471,044525650,9/1/2013,"КБ ""МБК"" ООО","125009, г. Москва, Большой Гнездниковский переулок, дом 7",1,22
3472,19,,1073500001640,3472-К,041909708,9/1/2013,"НКО ""КредитАльянс"" (ООО)","160000, г. Вологда, ул. Ветошкина, д.49",1,22
3473,45,82472585,1077711000113,3473,044525159,9/1/2013,"""Мерседес-Бенц Банк Рус"" ООО","125167, г. Москва, Ленинградский проспект, д. 39 а",1,22
3475,45,,1077711000157,3475,044525551,9/1/2013,"АКБ ""ТПБК"" (Москва) (ЗАО)","109028, г. Москва, Серебряническая наб., д. 29",1,22
3476,45,84741167,1077711000179,3476,044585618,9/1/2013,"АКБ ""Терра"" ЗАО","115093, г. Москва, ул. Щипок, д. 2",1,22
3477,45,,1077711000180,3477,044525263,9/1/2013,"ООО ""Атлас Банк""","119017, г. Москва, Кадашевская набережная, дом 6/1/2, стр. 1",1,23
3479,45,84074239,1077711000190,3479,044525163,9/1/2013,"ЗАО ""Ури Банк""","121099, г. Москва, Новинский бульвар, дом 8",1,22
3480,45,84844298,1077711000201,3480,044579793,9/1/2013,"ООО ""Банк БЦК-Москва""","123100, г. Москва, проезд Шмитовский, д. 3, строение 3",1,22
3481,45,86555411,1087711000024,3481,044585111,9/1/2013,"ООО ""Банк ПСА Финанс РУС""","101000, г. Москва, Чистопрудный бульвар, д. 17, стр. 1",1,22
3482,45,,1085000001998,3482,044583770,9/1/2013,"""БМВ Банк"" ООО","125212, г. Москва, Ленинградское шоссе, дом 39А, строение 1",1,22
3483,04,,1082400001078,3483-К,040407686,9/1/2013,НКО Красноярский Краевой Расчетный Центр ООО,"660098, г. Красноярск, ул. Водопьянова, 20",1,31
3484,45,,1085000003582,3484,044583421,9/1/2013,"КБ ""МСБ"" (ООО)","119021, г. Москва, ул. Толстого Льва, д. 2/22, стр. 6",1,22
3485,45,,1087711000068,3485-К,044579252,9/1/2013,"РНКО ""РЦ ЭНЕРГОБИЗНЕС"" (ООО)","105120, г. Москва, 3-й Сыромятнический пер., д. 3/9, стр. 1",1,31
3486,45,,1087711000079,3486-К,044583555,9/1/2013,"НКО ""БРИНКС"" (ООО)","115054, г. Москва, ул. Дубининская, д. 33Б",1,22
3487,45,,1087711000080,3487-К,044583422,9/1/2013,"РНКО ""РБЦ"" (ООО)","115035, г. Москва, Овчинниковская наб., д. 22/24, стр. 1",1,22
3489,20,87975291,1103600000756,3489-Д,042007839,9/1/2013,"ОАО НДКО ""МЦМ""","394018, г. Воронеж, улица Орджоникидзе,  д. 36 Б",1,22
3491,45,89556865,1087711000123,3491,044579781,9/1/2013,"ООО ""Идеалбанк""","117525, г. Москва, ул. Днепропетровская, д. 4 Б",1,31
3492,45,,1087711000134,3492,044599115,9/1/2013,"КБ ""НОВОЕ ВРЕМЯ"" (ООО)","109028, г. Москва, ул. Воронцово поле, д. 5",1,22
3494,45,,1097711000045,3494,044525470,9/1/2013,"ЗАО ""СМБСР Банк""","123317, г. Москва, Пресненская набережная, д. 10",1,22
3495,03,,1092300001310,3495,040349830,9/1/2013,"ЗАО ""ЮМК банк""","350080, г. Краснодар, ул. Уральская, 95",1,22
3496,45,62196338,1097711000056,3496-К,044585527,9/1/2013,"НКО ""Финансовые услуги"" (ООО)","107113, г. Москва, ул. 3-я Рыбинская, дом 28",1,31
3497,45,62177938,1097711000067,3497-Д,044583411,9/1/2013,"ООО НКО ""Тор Кредит""","119435, г. Москва, ул. Малая Пироговская, д. 18, строение 1",1,22
3499,45,,1097711000111,3499,044525834,9/1/2013,"Банк ""ВРБ Москва"" (ООО)","119180, г. Москва, ул. Большая Полянка, д. 61, стр. 1",1,27
3500,45,66957372,1107711000044,3500,044525619,9/1/2013,"ООО ""Фольксваген Банк РУС""","117485, г. Москва, ул. Обручева, д. 30/1, стр. 1",1,31
3502,45,91199668,1113600000580,3502-К,044583388,9/1/2013,"ОАО РНКО ""ФБ""","121069, г.Москва, Трубниковский переулок, д.26, стр. 1",1,22
3503,45,,1117711000032,3503,044583342,9/1/2013,"ООО ""Джаст Банк""","119180, г. Москва, ул. Большая Полянка, д. 54, стр. 1",1,31
3504,40,,1117800013286,3504,044030894,9/1/2013,"ЗАО ""СМБ-Банк""","191015, г. Санкт-Петербург, набережная Робеспьера, д. 4, лит. А",1,27
3505,41,,1124700000160,3505,044106888,9/1/2013,"ЗАО ""БАНК БЕРЕЙТ""","187015, Ленинградская область, Тосненский район, г.п. Красный Бор, ул. Промышленная, д. 3, пом.II",1,22
3506,52,37596269,1125000001257,3506,045209875,9/1/2013,"""Единый Строительный Банк"" (ООО)","644043, г.Омск, ул.Фрунзе, д.1, корп.4",1,22
3507,19,,1123500000216,3507,041909707,9/1/2013,"""СеверСтройБанк"" ОАО","160009, г. Вологда, ул. Мальцева, д.52.",1,22
3508,88,,1121200000316,3508-К,048860734,7/1/2013,"НКО ""МОНЕТА.РУ"" (ООО)","424038, г. Йошкар-Ола, ул. Анциферова, д.7, корп. ""А""",3,81
3510,45,,1127711000031,3510-К,044579444,7/1/2013,"ООО НКО ""Яндекс.Деньги""","119021, г. Москва, ул. Тимура Фрунзе, д. 11, стр. 44",2,59
3511,45,,1127711000042,3511-К,044583701,7/1/2013,"ООО НКО ""Деньги.Мэйл.Ру""","125167, г. Москва, Ленинградский проспект, д. 39, стр. 79",3,81
