REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,PRIZ_P,C2_5
1084,78,09288304,1027600000185,1084,047885715,9/1/2013,"ОАО КБ ""Верхневолжский""","152903, Ярославская область, г.Рыбинск, ул.Братьев Орловых, 1а",1,22
1087,12,34411588,1023001538340,1087,041203711,9/1/2013,"ОАО Банк ""ККБ""","414040, г. Астрахань, ул. Адмиралтейская, 47",1,31
1088,45,09287581,1027739534052,1088,044579514,9/1/2013,"КБ ""МАК-банк"" (ООО)","119180,  г. Москва, ул. Большая Якиманка, д. 23",1,22
1093,78,09288250,1027600000020,1093,047888744,9/1/2013,"ОАО КБ ""ЯРОСЛАВИЧ""","150000, г.Ярославль, ул.Собинова, 31/6",1,27
1114,22,09116282,1025200000198,1114,042274756,9/1/2013,"ОАО Комбанк ""Химик""","606008, Нижегородская область, г.Дзержинск, улица Урицкого, 10 - Б",1,22
1115,34,09139194,1024400003858,1115,043469720,9/1/2013,"ООО ""Костромаселькомбанк""","156013, г. Кострома, ул. Калиновская, 36",1,22
1118,17,09116419,1025200000330,1118,041718737,9/1/2013,"ОАО комбанк ""Окский""","601650, Владимирская область, г. Александров, ул. Октябрьская, 14, к. 305",1,28
1121,66,09258533,1026700000051,1121,046615706,9/1/2013,"ОАО АКБ ""Смолевич""","216500, Смоленская область, город Рославль, ул.Пролетарская, 47",1,27
1134,45,09287115,1021400728293,1134,044585345,9/1/2013,"""РеКорБанк"" (ООО)","119136, г. Москва, проезд Сетуньский 4-ый, д. 10А, строение 2",1,22
1136,79,09143095,1020100002394,1136,047908704,9/1/2013,"АКБ ""МАЙКОПБАНК"" (ЗАО)","385000, Республика Адыгея, г.Майкоп, ул.Пионерская, 276",1,21
1137,83,09128121,1020700000254,1137,048327749,9/1/2013,"""БУМ-БАНК"", ООО","360000, Кабардино - Балкарская республика, г.Нальчик, ул,Ногмова, 62",1,21
1139,45,09231468,1022600000158,1139,044583930,9/1/2013,"АКБ ""Русский Трастовый Банк"" (ЗАО)","125009, г. Москва, улица Большая Никитская, дом 16",1,22
1143,64,09319252,1026500000317,1143,046401724,9/1/2013,"""ООО Охабанк""","693020, Сахалинская область, г. Южно-Сахалинск, ул. Амурская, д. 53",1,22
1144,25,39092538,1023800000069,1144,042511741,9/1/2013,"""Братский АНКБ"" ОАО","665717, Иркутская область, г. Братск, ул. Комсомольская,43",1,27
1151,29,09317783,1024000001739,1151,042908748,9/1/2013,"ООО КБ ""Калуга""","248001, г. Калуга, ул. Суворова, д.147",1,27
1153,36,09151060,1026300001815,1153,043601933,9/1/2013,"ОАО ""ВКБ""","443030, г.Самара, ул.Вилоновская, 138",1,27
1158,32,09800185,1024200001814,1158,043209740,9/1/2013,"ОАО АБ ""Кузнецкбизнесбанк""","654080, Кемеровская область, г.Новокузнецк, ул.Кирова, 89а",1,31
1165,78,09288273,1027600000031,1165,047888786,9/1/2013,"ОАО ""Кредпромбанк""","150000, г.Ярославль, ул.Первомайская, д.25/26",1,23
1166,22,09116299,1025200001001,1166,042220760,9/1/2013,"ОАО НКБ ""РАДИОТЕХБАНК""","603009, г.Нижний Новгород, улица Батумская, 21а",1,27
1184,25,09125223,1023800000190,1184,042502710,9/1/2013,"ЗАО ""Гринкомбанк""","665451, Иркутская область, г. Усолье-Сибирское, Комсомольский проспект, 89",1,27
1189,52,09227873,1025500000624,1189,045209783,9/1/2013,"ОАО ""Плюс Банк""","644024, город Омск, Газетный переулок, дом 6",1,31
1197,82,25171576,1020500000223,1197,048209719,9/1/2013,"ООО КБ ""Кредитинвест""","368120, Республика Дагестан, г. Кизилюрт, Площадь Героев, д. 1.",1,22
1222,25,09125619,1063800023572,1222,042514759,9/1/2013,ВЛБАНК (ОАО),"666784, Иркутская область, г. Усть-Кут, ул. Кирова, 85а",1,31
1239,07,09231072,1022600000345,1239-Д,040717797,9/1/2013,"НКО ""Зеленокумская"" (ОАО)","357910, Ставропольский край, г.Зеленокумск, ул. Учительская,3",1,22
1242,42,09156011,1024800001852,1242,044206704,9/1/2013,"ОАО ""Липецккомбанк""","398600, г.Липецк, ул. Интернациональная, 8",1,27
1244,45,09131318,1026900001040,1244,044579737,9/1/2013,"ООО КБ ""Первый депозитный""","127055, г.Москва, ул. Тихвинская, д. 20",1,22
1249,98,09287233,1021400000380,1249,049805709,9/1/2013,"АБ ""Таатта"" ЗАО","677000, Республика Саха (Якутия), г. Якутск, ул. Орджоникидзе, 46/1",1,31
1250,45,09139308,1024400003759,1250,044585510,9/1/2013,"ОАО ""ТСБ""","123557, г. Москва, ул. Климашкина, д.21, строение 1",1,22
1276,47,09221079,1025100001838,1276,044705709,9/1/2013,"ОАО ""ДНБ Банк""","183032, г. Мурманск, пр. Ленина, 14",1,31
1277,22,09116052,1025200000077,1277,042206759,9/1/2013,"Банк ""Богородский"" (ООО)","607600, Нижегородская область, г.Богородск, улица Ленина, 185",1,22
1280,97,09286357,1022100000064,1280,049706725,9/1/2013,"АКБ ""ЧУВАШКРЕДИТПРОМБАНК"" ОАО","428000, Чувашская Республика, г.Чебоксары, Проспект Московский,3",1,27
1281,22,09116036,1025200000011,1281,042204757,9/1/2013,"ЗАО комбанк ""Арзамас""","607220, Нижегородская область, г.Арзамас, улица Кирова, 33",1,22
1282,53,09320692,1025600002064,1282,045306818,9/1/2013,"ОАО Инвестбанк ""БЗЛ""","461050, Оренбургская область, г. Бузулук, ул. Спортивная, д. 17-а",1,31
1284,71,09286268,1022100008336,1284,047102804,9/1/2013,Банк СБРР (ООО),"625003, г. Тюмень, ул. Клары Цеткин, дом 61, корп. 1/2",1,31
1288,07,10245961,1022600000092,1288,040702760,9/1/2013,Ставропольпромстройбанк - ОАО,"355041, Ставропольский край, г.Ставрополь, ул. Краснофлотская, 88а",1,31
1291,58,09243721,1026000002160,1291,045853774,9/1/2013,"ОАО КБ ""ВАКОБАНК""","182100, Псковская область, г. Великие Луки, ул. К. Либкнехта, д. 15",1,22
1293,65,41718732,1026600006510,1293,046577774,9/1/2013,"БАНК ""НЕЙВА"" ООО","620142, Свердловская область, г. Екатеринбург, ул. Чапаева, д. 3а",1,27
1307,27,22881700,1023900000080,1307,042748701,9/1/2013,"КБ ""ЭНЕРГОТРАНСБАНК"" (ОАО)","236016, г. Калининград,  ул. Клиническая , д.83""А""",1,31
1309,93,09264195,1021700000046,1309,049304735,9/1/2013,"ОАО АБ ""Народный банк РТ""","667000, Республика Тыва, г.Кызыл, ул. Тувинских добровольцев, 18",1,21
1312,68,09263511,1026800000017,1312,046850755,9/1/2013,"АКБ ""ТКПБ"" (ОАО), JSCB""TKPB""(OJSC)","392000, г. Тамбов, ул. Советская, 118",1,27
1317,45,09610355,1027739051009,1317,044525487,9/1/2013,"ОАО ""Собинбанк""","123022,  г. Москва, ул.Рочдельская, дом 15, строение 56, 4 этаж",1,31
1319,63,09301178,1026400002067,1319,046311722,9/1/2013,"ЗАО ""Экономбанк""","410031, г.Саратов, ул.Радищева, 28",1,22
1326,45,09610444,1027700067328,1326,044525593,9/1/2013,"ОАО ""АЛЬФА-БАНК""","107078,  г. Москва, ул. Каланчевская, д. 27",1,31
1329,30,09275017,1024100000121,1329,043002708,9/1/2013,"ЗАО ""Солид Банк""","683024, Камчатский край, г.Петропавловск-Камчатский, ул. Лукашевского, 11",1,27
1343,50,09224343,1025400000010,1343,045004850,9/1/2013,"Банк ""Левобережный"" (ОАО)","630054, г. Новосибирск, ул. Плахотного, дом 25/1",1,31
1352,49,09223434,1025300002925,1352,044959746,9/1/2013,"ОАО УКБ ""Новобанк""","173003 Новгородская обл., г. Великий Новгород, наб. реки Гзень,  д.11",1,27
1354,45,09610705,1027700381290,1354,044525607,9/1/2013,РНКБ (ОАО),"127030, г. Москва, ул. Краснопролетарская, д. 9, стр. 5",1,27
1370,65,09253435,1026600001361,1370,046577993,9/1/2013,"ООО КБ ""Уралфинанс""","620075, Свердловская область, г. Екатеринбург, улица Кузнечная, дом 83",1,27
1376,75,09278990,1027400009064,1376,047501799,9/1/2013,"Банк ""Снежинский"" ОАО","456770, Челябинская область, г. Снежинск, ул. Васильева, д. 19",1,27
1378,64,09620052,1026500000031,1378,046401728,9/1/2013,"ОАО ""Тихоокеанский Внешторгбанк""","693020, Сахалинская область, г. Южно-Сахалинск,  Коммунистический проспект,  д. 76.",1,31
1398,80,09620276,1020200001634,1398,048073842,9/1/2013,"ОАО АКБ ""Башкомснаббанк""","450076, Республика Башкортостан, г.Уфа, ул.Гафури, 54",1,31
1399,29,10844124,1024000001002,1399,042908762,9/1/2013,"ООО банк ""Элита""","248000, г. Калуга, ул. Московская, 10",1,31
1405,45,09620402,1027739149778,1405,044583676,9/1/2013,"ОАО АРКБ ""Росбизнесбанк""","115162,  г. Москва, ул.Мытная, д.42-44, стр.12",1,31
1411,45,09620046,1027739337581,1411,044579629,9/1/2013,"ОАО ""МНХБ""","121069,  г. Москва, ул. Большая Никитская, д.49",1,31
1414,45,09620885,1027739049370,1414,044585779,9/1/2013,ОАО М2М Прайвет Банк,"125009,  г. Москва, Леонтьевский переулок, д. 21/1, стр. 1",1,22
1415,45,12659282,1027600000152,1415,044585129,9/1/2013,"""Фреско банк"" (ЗАО)","125252, г.Москва, ул.Авиаконструктора Микояна, д. 12",1,22
1439,45,09620767,1027700540680,1439,044525181,9/1/2013,"Банк ""Возрождение"" (ОАО)","101000,  г. Москва, Лучников переулок, д. 7/4, стр. 1",1,22
1441,65,09253174,1026600000063,1441,046577912,9/1/2013,"ООО КБ ""УМБ""","620062, г. Екатеринбург, ул. Генеральская, 3",1,22
1455,92,09265467,1021600000806,1455,049240748,9/1/2013,"ЗАО ""Автоградбанк""","423831, Республика Татарстан, г.Набережные Челны, проспект  Хасана Туфана, 43",1,31
1459,45,09620230,1025600001130,1459,044585322,9/1/2013,"ООО КБ ""Агросоюз""","101000, г. Москва, Уланский пер., д. 13, стр. 1",1,31
1460,10,10332973,1022800000112,1460,041012718,9/1/2013,"ОАО КБ ""Восточный""","675000,  Амурская обл., г.Благовещенск, пер. Святителя Иннокентия, 1",1,31
1470,45,09301192,1027700159288,1470,044525848,9/1/2013,"ОАО АКБ ""Связь-Банк""","105066, г. Москва, ул. Новорязанская, д. 31/7, корп. 2",1,31
1478,45,09301275,1037739772740,1478,044579663,9/1/2013,"АКБ ""Лэнд-Банк"" ЗАО","125130, г. Москва, 6-ой Новоподмосковный пер., д.4",1,22
1481,45,00032537,1027700132195,1481,044525225,9/1/2013,"ОАО ""Сбербанк России""","117997,  г. Москва, ул. Вавилова, д.19",1,31
1521,45,17508783,1027739265355,1521,044579676,9/1/2013,"АКИБ ""ОБРАЗОВАНИЕ"" (ЗАО)","119296,  г. Москва, Ленинский проспект, д. 63/2, корпус 1",1,31
1555,45,17526367,1027739165409,1555,044583664,9/1/2013,"АПБ ""Солидарность"" (ЗАО)","119334,  г. Москва, Ленинский проспект, дом 37, корпус 1",1,22
1557,65,09307651,1026600001042,1557,046577781,9/1/2013,"ОАО ""ВУЗ-банк""","620014, Екатеринбург, ул. Малышева, д.31-б/переулок Банковский, д.11",1,31
1573,45,13243000,1027739857958,1573,044583666,9/1/2013,"ОАО ""РосДорБанк""","115093,  г. Москва, ул. Дубининская, дом 86",1,31
1574,45,10163980,1022400000655,1574,044583718,9/1/2013,"ЗАО КБ ""КЕДР""","127254, г. Москва, ул. Руставели, д.15",1,31
1581,92,09265705,1021600000146,1581,049205798,9/1/2013,"АКБ ""БТА-Казань"" (ОАО)","420066, г.Казань, проспект Ибрагимова, д.58",1,31
1586,40,11164704,1027800000172,1586,044030841,9/1/2013,"ЗАО КБ ""ТЕТРАПОЛИС""","197046, Санкт-Петербург, Крестьянский пер., 5, лит.А, пом.14Н, 18Н",1,22
1598,45,09308296,1037739001079,1598,044579694,9/1/2013,"ОАО АКБ ""Лесбанк""","107031, г. Москва, Дмитровский пер., д.3, стр.4",1,22
1614,91,09233102,1020900001781,1614,049133825,9/1/2013,"ОАО ""Заубер Банк""","369000, Карачаево-Черкесская республика, г. Черкесск, ул.Пушкинская, 84",1,24
1616,27,10780803,1023900000761,1616,042748705,9/1/2013,"ЗАО ИКБ ""ЕВРОПЕЙСКИЙ""","236010, г. Калининград, ул. Кутузова, д. 39",1,27
1617,60,12135515,1026100011200,1617,046015872,9/1/2013,"ООО КБ ""Донинвест""","344011, г. Ростов-на-Дону, пер. Халтуринский, 99",1,31
1618,91,09233272,1020900001792,1618-К,049133858,9/1/2013,"ЗАО ""Кавказ-Гелиос"" РНКО","369000, Карачаево-Черкесская республика, г. Черкесск, ул. Пушкинская, №82",1,22
1623,45,20606880,1027739207462,1623,044525716,9/1/2013,ВТБ 24 (ЗАО),"101000,  г. Москва, ул. Мясницкая, д. 35",1,31
1626,75,09278300,1027400000803,1626,047501742,9/1/2013,"ЗАО КБ ""УРАЛЛИГА""","454091, г.Челябинск, ул.Свободы, 83",1,22
1635,65,20611616,1036605604078,1635,046510805,9/1/2013,"ОАО ""Тагилбанк""","622001, Свердловская область, г. Нижний Тагил, ул. Ломоносова, 2а",1,27
1637,45,09307556,1027739296584,1637,044583685,9/1/2013,"КБ ""СДМ-БАНК"" (ОАО)","125424,  г. Москва, Волоколамское шоссе, д.73",1,31
1639,45,13199517,1027739572740,1639,044579692,9/1/2013,"КБ ""Метрополь"" ООО","119049,  г. Москва, ул.Донская, д.7, стр.3",1,22
1640,45,09307616,1027739661498,1640,044583636,9/1/2013,"ОАО МКБ ""Замоскворецкий""","119180,  г. Москва, ул. Большая Полянка, д.42/2, стр.4",1,22
1657,45,09307562,1037700024581,1657,044579684,9/1/2013,"КБ ""ИНТЕРКОММЕРЦ"" (ООО)","119435,  г. Москва, Большой Саввинский пер., д. 2-4-6, стр. 10",1,31
1659,40,41761171,1023800000322,1659,044030904,9/1/2013,"ООО ""ПромСервисБанк""","190013, г. Санкт-Петербург, ул. Рузовская, д. 16, лит. А",1,27
1661,45,17528716,1027739126865,1661,044579723,9/1/2013,"ОАО РАКБ ""МОСКВА""","121019, г. Москва, Малый Знаменский переулок, дом 3-5/3/6, строение 9",1,22
1663,45,09801517,1021100000085,1663,044579730,9/1/2013,"ОАО Комирегионбанк ""Ухтабанк""","115432, г.Москва, ул. Лобанова, д. 2/21",1,22
1671,45,17502837,1027700409791,1671,044583679,9/1/2013,"ООО КБ ""Нэклис-Банк""","123056,  г. Москва, ул. Васильевская, д.13, стр.1",1,31
1673,83,09128084,1020700000826,1673,048341736,9/1/2013,"ООО ""Банк ""Майский""","361115, Кабардино - Балкарская Республика, г. Майский, ул. Ленина, 23",1,22
1675,25,22849061,1023800000014,1675,042520827,9/1/2013,"АКБ ""Радиан"" (ОАО)","664047, Иркутская область, г. Иркутск, ул. Советская, 3",1,31
1677,45,17527102,1027739042572,1677,044585672,9/1/2013,"АБ ""БПФ"" (ЗАО)","125195, г. Москва, Ленинградское шоссе, д. 59",1,31
1679,45,09308314,1037739315965,1679,044579611,9/1/2013,"ООО КБ ""ДОРИС БАНК""","125009, Москва, Георгиевский переулок, д. 1, стр. 1",1,22
1680,40,20501862,1027800000953,1680,044030882,9/1/2013,Креди Агриколь КИБ ЗАО,"191186, Санкт-Петербург, Невский пр. дом 12",1,22
1684,45,29304063,1027700375944,1684,044525874,9/1/2013,"ЗАО ""БВА Банк""","115035, г. Москва, ул. Садовническая, д. 25, 27, стр. 1",1,22
1697,45,09308633,1027739326933,1697,044585318,9/1/2013,ОКЕАН БАНК (ЗАО),"119334,  г. Москва, Канатчиковский проезд, д. 1, стр.1",1,31
1701,71,27014941,1028600002749,1701,047144704,9/1/2013,"ОАО ""АККОБАНК""","628416, Тюменская обл., Ханты-Мансийский автономный округ - Югра, г. Сургут, ул. Дзержинского, 11",1,27
1704,50,16570260,1025400000053,1704,045005803,9/1/2013,"ООО КБ ""Взаимодействие""","630005, г. Новосибирск,  ул.Каменская, д.51",1,22
1717,45,17511213,1027700259058,1717,044583210,9/1/2013,Банкхаус Эрбе (ЗАО),"123056, г.Москва, ул.Зоологическая, д.26, стр.1",1,24
1720,69,09266291,1027000002446,1720,046902728,9/1/2013,"ОАО ""Томскпромстройбанк""","634061, город Томск, проспект Фрунзе, 90",1,22
1724,45,09308188,1027739510787,1724,044585320,9/1/2013,"ОАО АКБ ""ИРОНБАНК""","115054,  г. Москва, 3-й Монетчиковский пер., д.4/6, стр.1",1,22
1730,45,17399561,1027739042495,1730,044583368,9/1/2013,"ОАО ""ПРБ""","123557,  г. Москва, ул. Пресненский вал, д. 14, стр. 3",1,31
1734,40,20503720,1027800004209,1734,044030816,9/1/2013,"ОАО ""ГАНЗАКОМБАНК""","191123, Санкт-Петербург, Манежный пер., 14, литер А",1,22
1736,45,09308415,1027739186738,1736,044585325,9/1/2013,"ООО КБ ""Жилкредит""","107023,  г. Москва, ул. Малая Семеновская, д. 1, стр. 1",1,31
1738,53,11916110,1025600001019,1738,045330852,9/1/2013,"ОАО ""НСТ-БАНК""","462359, Оренбургская обл., г. Новотроицк, ул. Советская, 49",1,27
1743,65,16638437,1026600002065,1743,046577957,9/1/2013,"ЗАО ""Сберинвестбанк""","620146, г. Екатеринбург, ул. Шаумяна, 73",1,31
1745,94,13068554,1021800001508,1745,049401814,9/1/2013,"ОАО ""БыстроБанк""","426008, Удмуртская Республика, г.Ижевск, ул.Пушкинская,268",1,31
1747,32,22926287,1024200001792,1747,043209770,9/1/2013,"ООО ""НОВОКИБ""","654080, Кемеровская область, город Новокузнецк, улица Кирова, дом 69",1,27
1751,45,25094551,1107711000022,1751,044525521,9/1/2013,АКБ МОСОБЛБАНК ОАО,"107023, г. Москва, ул. Большая Семеновская,  д. 32, стр. 1",1,31
1752,89,12925200,1021300000072,1752,048952749,9/1/2013,"АККСБ ""КС БАНК"" (ОАО)","430005, Республика Мордовия, город Саранск, улица Демократическая, дом 30",1,27
1763,24,10731360,1043700028679,1763,042406705,9/1/2013,"ОАО КБ ""ИВАНОВО""","153002, г.Иваново, просп. Ленина, д. 31-А",1,31
1765,12,10393578,1023000817388,1765,041203715,9/1/2013,ОАО ЕАТПБанк,"414000 г.Астрахань ул.Ногина, 3",1,31
1776,45,09308343,1027739340584,1776,044525352,9/1/2013,"ОАО Банк ""Петрокоммерц""","127051, г. Москва, ул. Петровка, д. 24, стр. 1",1,27
1777,45,12844128,1020700001464,1777,044599205,9/1/2013,"ОАО КБ ""ЕВРОКОММЕРЦ""","127055, г. Москва, ул. Образцова, д. 4",1,31
1781,24,10729179,1023700001467,1781,042406701,9/1/2013,"ОАО КИБ ""ЕВРОАЛЬЯНС""","153000, г.Иваново, ул.Станко, д.13",1,31
1788,57,24046395,1025900000059,1788,045773705,9/1/2013,"""ЗАО АКИБ ""Почтобанк""","614096, г. Пермь, ул. Ленина, 68",1,22
1792,36,11707493,1026300001991,1792,043602975,9/1/2013,"ООО ""Русфинанс Банк""","443013, Самарская область, г. Самара, ул. Чернореченская, дом 42а",1,22
1809,71,21768455,1028600003497,1809,047169742,9/1/2013,"ЗАО НГАБ ""Ермак""","628624, Тюменская обл., Ханты-Мансийский автономный округ - Югра, г. Нижневартовск, ул. Мира, 68",1,27
1810,10,09272303,1022800000079,1810,041012765,9/1/2013,"""Азиатско-Тихоокеанский Банк"" (ОАО)","675000, Амурская обл., г. Благовещенск, ул.Амурская, 225",1,31
1818,60,24146116,1026100002708,1818,046014718,9/1/2013,"МКБ ""Дон-Тексбанк"" ООО","346500, Ростовская область, г. Шахты, пр. Красной Армии, 140",1,27
1829,45,23832312,1025600001668,1829,044583861,9/1/2013,"ООО ""Инбанк""","109240, г. Москва, ул. Верхняя Радищевская, д. 3, стр. 1",1,22
1835,45,17519373,1027739030110,1835,044585110,9/1/2013,"ОАО ""Аделантбанк""","127051,  г. Москва, Петровский бульвар, д.19/2, стр.1",1,22
1868,20,12391939,1026800000028,1868,042007731,9/1/2013,"ОАО ""Арксбанк""","394000, г.Воронеж, просп. Революции, д. 1а",1,22
1869,46,10253149,1022600000059,1869,044585484,9/1/2013,"ОАО КБ ""ЕвроситиБанк""","141002, Московская область, г. Мытищи, ул. Комарова, д. 5",1,31
1885,45,09308403,1027739553764,1885,044525341,9/1/2013,"АКБ ""ФОРА-БАНК"" (ЗАО)","119021,  г. Москва, Зубовский бульвар, д.25",1,31
1896,19,10561293,1023500000655,1896,041909760,9/1/2013,"ЗАО ""Банк ""Вологжанин""","160001 г.Вологда, ул. Батюшкова д. 11",1,31
1902,63,12253203,1126400004191,1902,046311771,9/1/2013,"ЗАО КБ ""Наратбанк""","410012, г.Саратов, ул.Московская, 75",1,27
1909,26,,1020600000618,1909,042618758,9/1/2013,"ООО КБ ""РИнгкомбанк""","386101, Республика Ингушетия, г.Назрань, ул.Радужная, 9",1,20
1910,32,16364359,1024200002859,1910,043207776,9/1/2013,"ООО ""Банк РБ""","650000, Кемеровская область, г.Кемерово, проспект Советский, д.56",1,22
1917,92,12965889,1021600003160,1917,049205789,9/1/2013,"ЗАО ""Булгар банк""","420107, г.Казань, ул.Туфана Миннуллина, д.8",1,29
1926,40,25102440,1020500001170,1926,044030870,9/1/2013,"ООО КБ ""НЕВАСТРОЙИНВЕСТ""","192102, г. Санкт-Петербург, ул. Фучика, д.4, литер К, пом.3,4  18Н",1,22
1927,34,10041566,1022200525841,1927,043469751,9/1/2013,"ОАО КБ ""Региональный кредит""","156000, г. Кострома, ул. Свердлова, 25 а",1,31
1928,07,10253452,1022600001984,1928,040708775,9/1/2013,"ООО КБ ""ГРиС-Банк""","357500, Ставропольский край, г.Пятигорск,  ул. Почтовая, 56",1,31
1939,45,09301200,1027739474355,1939,044599399,9/1/2013,"ООО КБ ""Ренессанс""","119330, г. Москва, Мичуринский пр-т, дом 6, корпус 3",1,31
1942,45,09317031,1027739326010,1942,044525243,9/1/2013,"ЗАО ""ГЛОБЭКСБАНК""","109004, г.Москва, ул. Земляной Вал, дом 59, строение 2",1,31
1943,80,09105539,1020200000424,1943,048082765,9/1/2013,"ОАО Банк ""ПСБ""","450077, Республика Башкортостан, г.Уфа, ул. Достоевского,100",1,30
1946,12,10395423,1023000927520,1946,041203726,9/1/2013,ОАО АГРОИНКОМБАНК,"414000, город Астрахань, пл. Ленина/ул. Бурова, 10/3, помещение 73",1,22
1948,45,17530972,1027700135540,1948,044599313,9/1/2013,"ООО МИБ ""ДАЛЕНА""","111024,  г. Москва, Шоссе Энтузиастов, д. 17, стр. 1",1,22
1949,24,20515858,1083700000471,1949,042406718,9/1/2013,ЗАО НАЦИОНАЛЬНЫЙ БАНК СБЕРЕЖЕНИЙ,"153022, г.Иваново, ул.Богдана Хмельницкого, дом 83",1,22
1950,22,10645063,1025200000055,1950,042202798,9/1/2013,"ОАО КБ ""Эллипс банк""","603000, г. Нижний Новгород, пл. Максима Горького, д.4/2",1,22
1951,45,17503886,1027739051053,1951,044585392,9/1/2013,"ООО ""ТАНДЕМБАНК""","123290,  г. Москва, Шелепихинское шоссе, д.11, корп.1",1,22
1956,40,22361164,1027800001987,1956,044030815,9/1/2013,"ООО КБ ""Инвест-Экобанк""","197101, Санкт-Петербург, ул. Мира, 30",1,22
1957,66,12351785,1026700000073,1957,046614757,9/1/2013,"ОАО ""СКА-Банк""","214000 г.Смоленск, ул.Ленина, 13-А",1,31
1961,45,17534094,1027739019714,1961,044583139,9/1/2013,Связной Банк (ЗАО),"123001,  г. Москва, Ермолаевский пер., д. 27, стр. 1",1,31
1966,22,10668259,1025200000022,1966,042202705,9/1/2013,"ОАО ""НБД-Банк""","603950, г.Нижний Новгород, площадь Горького, 6",1,22
1967,45,20588219,1027739599535,1967,044585391,9/1/2013,"ООО КБ ""Монолит""","105005,  г. Москва, ул. Радио, д. 7, стр. 1",1,31
1968,45,16582292,1025400001637,1968,044585526,9/1/2013,"КБ ""Русский ипотечный банк"" (ООО)","119180, г. Москва, ул. Большая Полянка, дом 2, строение 2",1,31
1971,71,12507282,1028600001880,1971,047162740,9/1/2013,ОАО ХАНТЫ-МАНСИЙСКИЙ БАНК,"628012, Тюменская обл., Ханты-Мансийский автономный округ - Югра, г. Ханты-Мансийск, ул. Мира, 38",1,31
1972,92,13000543,1021600002148,1972,049202792,9/1/2013,"АБ ""Девон-Кредит"" (ОАО)","423450, Республика Татарстан, г.Альметьевск, ул.Ленина, 77",1,21
1973,92,12998664,1021600000366,1973,049205795,9/1/2013,"ООО ""АвтоКредитБанк""","420066, г.Казань, пр-т Ибрагимова, д.48",1,20
1975,45,16249960,1020400000081,1975,044599342,9/1/2013,"ООО КБ ""АйМаниБанк""","125212, г.Москва, ул. Выборгская, д. 16, корп. 2",1,31
1978,45,09318941,1027739555282,1978,044585659,9/1/2013,"ОАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""","107045,  г. Москва, Луков переулок, д. 2, стр. 1",1,31
1982,45,17337293,1037739296825,1982,044525279,9/1/2013,"КБ ""БТФ"" ООО","117485,  г. Москва, ул. Профсоюзная, д.84/32, стр. 14",1,31
1987,45,09307496,1027739097165,1987,044525832,9/1/2013,"ЗАО ""МАБ""","125167,  г. Москва, Ленинградский проспект, д. 37, корп.12",1,22
1988,82,25126400,1020500000509,1988,048209734,9/1/2013,"АКБ ""ЭНО"" (ОАО)","367027, Республика Дагестан,  г.Махачкала, ул. Магомедтагирова,180 ""Б""",1,30
1991,82,25127115,1020500000058,1991,048209742,9/1/2013,"ООО ""ЭСИДБАНК""","367000, Республика Дагестан, г. Махачкала, ул. Коркмасова, 45",1,27
2011,57,12036859,1025900003854,2011,045773707,9/1/2013,"ОАО АКБ ""ЭКОПРОМБАНК""","614000, г. Пермь, ул. Екатерининская, 120",1,22
2015,01,20986262,1022200525819,2015,040173745,9/1/2013,"""СИБСОЦБАНК"" ООО","656038, Алтайский край, г.Барнаул, ул.К.Маркса, 1",1,22
2023,26,,1020600000080,2023,042618761,9/1/2013,"КБ ""Сунжа"" ООО","386203, Республика Ингушетия, Сунженский район, ст. Орджоникидзевская,  ул. Осканова, 32",1,21
2027,45,16937128,1021100000393,2027,044579733,9/1/2013,"КБ ""Геобанк"" (ООО)","123557, г. Москва, Электрический переулок, д. 3/10, стр. 1",1,22
2029,66,12356727,1126700000558,2029,046614754,9/1/2013,"ОАО ""Смоленский Банк""","214000, город Смоленск, ул.Тенишевой, д.6 а",1,23
