REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,IM,IM_FIO,AG,AG_FIO,IC,IC_FIO,COM,C2_4
3421,45,,1027744002670,3421,044585498,6/1/2010,"ООО КБ ""Национальный стандарт""","119017, г. Москва, ул. Большая Ордынка, д. 52",Председатель Правления,Менжинский С.Ю.,Главный бухгалтер,Зайчикова Е.М.,Заместитель главного бухгалтера,Тарабантова Е.В.,725-59-27,24
3422,45,59718514,1027744002989,3422,044583653,6/1/2010,"АКБ ""НАЦКОРПБАНК"" ОАО","123557, г. Москва, Электрический переулок, дом 3/10, стр. 1",Заместитель Председателя Правления,Сысоенков А.В.,Главный бухгалтер,Калашникова Е.В.,Зам.главного бухгалтера,Гусева Л.Г.,780-31-15 доб.145,31
3427,45,,1027744004903,3427-К,044585503,6/1/2010,"НКО ""Русское финансовое общество"" (ООО)","117418, г. Москва, ул. Гарибальди, д.36",И.о.Председателя Правления,Сухарев А.Н.,Главный бухгалтер,Тимохин А.Б.,Зам. начальника отдела анализа и отчетности,Лебедева А.Н.,730-58-78 (доб. 122),19
3434,45,14284024,1097711000122,3434,044585512,6/1/2010,"""РИАБАНК"" (ЗАО)","127055, Москва, Вадковский пер., д. 5, стр. 1",Председатель Правления,Власова Т.В.,Главный бухгалтер,Шек С.Г.,Начальник отдела отчетности,Калинина Ж.В.,937-35-16 вн.226,19
3435,45,18164788,1037711002471,3435,044552709,6/1/2010,"ООО КБ ""ИКФ""","115114, г. Москва, Павелецкая набережная, дом 8, строение 6, офис 602, этаж 6",Председатель Правления,Ревзон Дмитрий Августович,Главный бухгалтер,Доронкина Татьяна Владимировна,Специалист Отдела отчетности,Милевич Екатерина Викторовна,645-44-80,19
3436,45,70140300,1037711002339,3436,044583727,6/1/2010,"ООО ""Первый Клиентский Банк""","127018, Москва, 3-й проезд Марьиной Рощи, д. 40, стр. 1, 4-й этаж, офис № 414 А",Председатель Правления,Опарина М.В.,Главный бухгалтер,Муравская Н.Г.,Главный бухгалтер,Муравская Н.Г.,689-00-35,19
3439,45,70171631,1037711005045,3439,044579188,6/1/2010,"КБ ""АКЭФ-БАНК"" (ООО)","105120, г. Москва, Большой Полуярославский переулок, дом 10, корпус 2",Первый Заместитель Председателя Правления,Рева И.Г.,Главный бухгалтер,Кузнецова Л.Е.,Начальник Управления отчетности,Благова В.Е.,228-08-48(194),19
3441,45,70170324,1037711005804,3441,044599339,6/1/2010,"КБ ""Банк Развития Технологий"" (ЗАО)","107045, г. Москва, Сретенский бульвар, д.7/1/8, стр.3",Председатель Правления,Канцерский О.В.,Главный бухгалтер,Моргачева В.А.,Зам. Начальника Отдела сводной отчетности,Грачева Н.А.,780-33-31,19
3450,45,72049182,1087711000046,3450,044552536,6/1/2010,"Банк ""РЕСО Кредит"" (ОАО)","109028, г. Москва, ул. Воронцово Поле, д. 5-7, стр. 9",Первый Заместитель Председателя Правления,Арутюнова Р.Л.,Главный бухгалтер,Селявина Е.В.,Главный бухгалтер,Селявина Е.В.,730-77-55,19
3452,45,77318103,1057711000820,3452-К,044552450,6/1/2010,"НКО ""Альтернатива"" (ООО)","109028, г. Москва, пер. Казарменный, д. 6, стр. 1",Председатель Правления,Кашаев Н.И.,Главный бухгалтер,Додул Н.Я.,Начальник ОБУИО,Михеева А.Ю.,(495)916-33-27,19
3454,45,,1057711003569,3454-К,044583934,6/1/2010,"НКО ""ИНКАХРАН"" (ОАО)","125445, г.Москва, ул.Смольная, д.22, строение 1",Заместитель Председателя Правления,А.В. Красавин,Главный бухгалтер,Т.А. Пересыпкина,Начальник управления,Струневская И.Н.,960-28-60,19
3457,22,77816597,1055200015408,3457,042202720,6/1/2010,"ЗАО ""ФОРУС Банк""","603000, г. Нижний Новгород, ул. Максима Горького, д.117",Зам. Председателя Правления,Тетерикова Л.В.,Зам. главного бухгалтера,Чижикова Н.М.,Директор Департамента анализа и отчетности,Сорокина С.В.,257-85-40,25
3460,45,,1057711014800,3460,044525717,6/1/2010,"ООО ""Америкэн Экспресс Банк""","119048, г. Москва, ул. Усачева, д. 33, стр. 1",Заместитель Председателя Правления,Казенас С.Е.,Главный бухгалтер,Савинкова О.Ю.,Заместитель главного бухгалтера,Ледяева А.А.,933 84 00,19
3463,45,,1067711001863,3463,044525733,6/1/2010,"ООО ""Ю Би Эс Банк""","115054, г. Москва, Павелецкая пл., д. 2, стр. 2, 11 эт.",Председатель Правления,К.Шмид,Главный бухгалтер,О.Н.Рубашко,Зам. Главного бухгалтера,М.А.Узунова,648-2338,18
3466,45,96537839,1067711004481,3466,044552721,6/1/2010,"ЗАО АКБ ""Национальный Клиринговый Центр""","125009, г. Москва, Большой Кисловский пер., д. 13",Заместитель Председателя Правления,Сарчев Александр Михайлович,"Главный бухгалтер, член Правления",Бабкина Ольга Григорьевна,Начальник отдела отчетности,Давыдова Светлана Александровна,234-24-88,19
3470,45,80858748,1077711000058,3470,044525630,6/1/2010,"ЗАО ""Тойота Банк""","109028, г. Москва, Серебряническая наб., дом 29","Вице-Президент, Финансовый директор",Сорокина Ю.Ю.,И.О. Главного бухгалтера,Зверева Е.В.,Начальник отдела отчетности,Павлова Т.А.,(495) 644-10-37,19
3477,45,,1077711000180,3477,044525263,6/1/2010,"ООО ""АБМ Банк""","119180, г. Москва, ул. Большая Полянка, д. 54, стр. 1",ВРИО Председателя Правления,Адолин Михаил Иванович,Главный бухгалтер,Дьяконова Елена Викторовна,Главный бухгалтер,Калинина  Елена Викторовна,(499)230-38-30,19
3479,45,84074239,1077711000190,3479,044525163,6/1/2010,"ЗАО ""Ури Банк""","121099, г. Москва, Новинский бульвар, дом 8",Председатель Правления,Чой Ки Сун,Главный бухгалтер,Дорошенко М.Г.,Заместитель Главного бухгалтера,Акимов В.В.,(495)783-97-87 доб.229,19
3480,45,84844298,1077711000201,3480,044579793,6/1/2010,"ООО ""Банк БЦК-Москва""","123100, г. Москва, проезд Шмитовский, д. 3, строение 3",Председатель Правления,Карлаш Л.И.,Главный бухгалтер,Костина О.В.,Заместитель Главного бухгалтера - начальник отдела отч?тности,Малолетова И.В.,/495/707-21-27,19
