REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,IM,IM_FIO,AG,AG_FIO,IC,IC_FIO,COM,C2_4
1614,91,09233102,1020900001781,1614,049133825,12/1/2010,"(ОАО ""Кавказпромстройбанк"")","369000, Карачаево-Черкесская республика, г. Черкесск, ул.Пушкинская, 84",Первый зам.Председателя Правления,Черепова Л.П.,Главный бухгалтер,Куцебо О.З.,Гл.специалист ПЭУ,Мелкумова Л.А.,26-23-71,20
1616,27,10780803,1023900000761,1616,042748705,12/1/2010,"ЗАО ИКБ ""ЕВРОПЕЙСКИЙ""","236010, г. Калининград, ул. Кутузова, д. 39",Зам.Председателя Правления,Трофимова Т.В.,Главный бухгалтер,Голуб И.В.,Исполнитель,Борисова Е.В.,(4012)573-957,30
1617,60,12135515,1026100011200,1617,046015872,12/1/2010,"ООО КБ ""Донинвест""","344011, г. Ростов-на-Дону, пер. Халтуринский, 99",Первый Зам. Председателя Правления,Куранова Г.Д.,Главный бухгалтер,Зеленцова А.З.,Исполнитель,Чигладзе В. К.,2674233,27
1618,91,09233272,1020900001792,1618,049133816,12/1/2010,"(ЗАО АКБ ""Кавказ-Гелиос"")","369000, Карачаево-Черкесская республика, г. Черкесск, ул. Пушкинская, №82",1 зам. Председателя Правления,Калибабчук Л.Г.,И.О.Главного бухгалтера,Шеховцова Е.Е.,старший экономист,Найд?нов В.Ю.,88782254811,21
1626,75,09278300,1027400000803,1626,047501742,12/1/2010,"ЗАО КБ ""УРАЛЛИГА""","454091, г.Челябинск, ул.Свободы, 83",Директор,Семенова В.Л.,Главный бухгалтер,Ухальская Л.В.,экономист,Шестакова Ю.Б.,267-07-71,21
1627,45,16897854,1021800004269,1627,044525810,12/1/2010,"ООО ""Городской Ипотечный Банк""","115035, г. Москва, Садовническая набережная, д. 9","Президент Банка, Председатель Правления Банка",Залога Г.И.,"Начальник Финансового департамента, Главный бухгалтер",Дулина В.А.,Начальник Отдела внешней отчетности,Поселяничева А.В.,(495) 783 7575 (доб.1059),25
1635,65,20611616,1036605604078,1635,046510805,12/1/2010,"ОАО ""Тагилбанк""","622001, Свердловская область, г. Нижний Тагил, ул. Ломоносова, 2а",Зам.председателя Правления,О.Н.Щеколдина,Гл.бухгалтер,О.О.Стафеева,"Начальник отдела анализа и банковской отчетности ОАО ""Тагилбанк""",Семенюта Марина Николаевна,(3435)25-63-09,26
1637,45,09307556,1027739296584,1637,044583685,12/1/2010,"КБ ""СДМ-БАНК"" (ОАО)","125424,  г. Москва, Волоколамское шоссе, д.73",Член Правления - Первый Заместитель Председателя Правления,Злобина О.Б.,Главный бухгалтер,Замилацкая Г.Е.,Начальник отдела отчетности прерд ЦБ РФ,Шкен?ва Л.Н.,777-11-92,30
1639,45,13199517,1027739572740,1639,044579692,12/1/2010,"КБ ""Метрополь"" ООО","119049,  г. Москва, ул.Донская, д.7, стр.3",И.о. Председателя Правления банка,Д.Ю.Долотов,И.о. Главного бухгалтера,О.Б.Четверикова,Начальник отдела отчетности,Самкина Е.И.,959-82-03,21
1640,45,09307616,1027739661498,1640,044583636,12/1/2010,"ОАО МКБ ""Замоскворецкий""","119180,  г. Москва, ул. Большая Полянка, д.42/2, стр.4",Председатель Правления,Бударин И.Л.,Главный бухгалтер,Терентьева Н.В.,Главный бухгалтер,Терентьева Н.В.,953-30-00,22
1657,45,09307562,1037700024581,1657,044552684,12/1/2010,"КБ ""ИНТЕРКОММЕРЦ"" (ООО)","119435,  г. Москва, Большой Саввинский пер., д. 2-4-6, стр. 10",Первый Заместитель Председателя Правления,Чурляева Н.М.,Главный бухгалтер,Ибрагимова А.С.,Начальник Управления отчетности,Погребняк Н.А.,380-22-22,21
1659,40,41761171,1023800000322,1659,044030904,12/1/2010,"ООО ""ПромСервисБанк""","198013, г. Санкт-Петербург, ул. Рузовская, д. 16, лит. А",Председатель Правления,А.Ю.Иванов,Главный бухгалтер,В.Л.Сеньковская,Начальник отдела Ликвидности,Е.В.Кутумова,(812)332 72 88,26
1661,45,17528716,1027739126865,1661,044579723,12/1/2010,"ОАО РАКБ ""МОСКВА""","121019, г. Москва, Малый Знаменский переулок, дом 3-5/3/6, строение 9",Заместитель Председателя Правления,Чжен Ольга Валентиновна,Главный бухгалтер,Никульцева Лариса Викторовна,Специалист отдела отчетности,Стоянова Евгения Афанасьевна,777-97-97,21
1663,87,09801517,1021100000085,1663,048717730,12/1/2010,"ОАО Комирегионбанк ""Ухтабанк""","169300, Республика Коми, г.Ухта, ул.Октябрьская, 14",Председатель Правления,Фадеев А.А.,И.о.главного бухгалтера,Кустова Е.А.,Ведущий экономист,Прыганова О.Н.,76-07-80,25
1671,45,17502837,1027700409791,1671,044583679,12/1/2010,"ООО КБ ""Нэклис-Банк""","123056,  г. Москва, ул. Васильевская, д.13, стр.1",Председатель Правления,Борискин С.С.,Главный бухгалтер,Петрова Е. Н.,Зам.Главного бухгалтера,Федорова М.А.,(495) 974-97-20,30
1673,83,09128084,1020700000826,1673,048341736,12/1/2010,"ООО ""Банк ""Майский""","361115, Кабардино - Балкарская Республика, г. Майский, ул. Ленина, 23",Руководитель,В.В. Лозинина,Главный бухгалтер,В.И. Заремба,Пом. пред. Правления,Мурадян Л.Б.,22-4-63,20
1675,25,22849061,1023800000014,1675,042520827,12/1/2010,"АКБ ""Радиан"" (ОАО)","664047, Иркутская область, г. Иркутск, ул. Советская, 3",Председатель Правления АКБ РАДИАН (ОАО),Давыдова В.М.,Главный бухгалтер,Денисова Н.В.,Ведущий специалист,Соколова Е.Б.,251044,30
1677,45,17527102,1027739042572,1677,044585672,12/1/2010,"АБ ""БПФ"" (ЗАО)","125195, г. Москва, Ленинградское шоссе, д. 59",Зам.Пред. Правления,Гладкова Н.В.,Главный бухгалтер,Потапова О.Н.,Зам.начальника аналитического отдела,Сальникова И.С.,221-70-78,30
1679,45,09308314,1037739315965,1679,044579611,12/1/2010,"ООО КБ ""ДОРИС БАНК""","125009, Москва, Георгиевский переулок, д. 1, стр. 1",Председатель Правления,Максимова М.И.,Главный бухгалтер,Вишован Л.П.,Главный бухгалтер,Вишован Л.П.,692-04-75,21
1680,40,20501862,1027800000953,1680,044030882,12/1/2010,Креди Агриколь КИБ ЗАО,"191186, Санкт-Петербург, Невский пр. дом 12",Административный директор,Овсянников А.Г.,Зам. главного бухгалтера,Павлова Е.В.,Гл.бухгалтер МФ,Астюкевич А.С.,(495) 564 8456,21
1684,45,29304063,1027700375944,1684,044525874,12/1/2010,"ЗАО АКБ ""РОСТРАБАНК""","115035, г. Москва, ул. Садовническая, д. 25, 27, стр. 1",Первый Заместитель Председателя Правления,Алишейхова М.А.,Главный бухгалтер,Гараева А.Л.,Начальник отдела,Минаева Е.В.,223-00-55,21
1697,45,09308633,1027739326933,1697,044585318,12/1/2010,ОКЕАН БАНК (ЗАО),"119334,  г. Москва, Канатчиковский проезд, д. 1, стр.1",Председатель Правления,М. О. Коньков,Главный бухгалтер,Е. П. Трашенкова,Начальник отдела отчетности РФ,Еремина Н. В.,981-55-11 доб. 1513,30
1704,50,16570260,1025400000053,1704,045005803,12/1/2010,"ООО КБ ""Взаимодействие""","630005, г. Новосибирск,  ул.Каменская, д.51",Руководитель,И.В.Пантюхов,Главный бухгалтер,О.В.Лесик,Руководитель группы бухгалтерской и налоговой отчетности,Е.А.Кононенко,224-69-50,21
1717,45,17511213,1027700259058,1717,044552210,12/1/2010,Банкхаус Эрбе (ЗАО),"123056, г.Москва, ул.Зоологическая, д.26, стр.1",Председатель Правления,Бурцева О.Г.,Главный бухгалтер,Нехороших В.А.,Начальник отдела отчетности,Киняпина М.Н.,254-72-00,21
1720,69,09266291,1027000002446,1720,046902728,12/1/2010,"ОАО ""Томскпромстройбанк""","634061, город Томск, проспект Фрунзе, 90",Зам.Председателя Правления,Беляева Людмила Александровна,Главный бухгалтер,Арабаджиева Нина Эдуардовна,Исполнитель,Былина Т.В.,26-62-76,21
1724,45,09308188,1027739510787,1724,044585320,12/1/2010,"ОАО АКБ ""ИРОНБАНК""","115054,  г. Москва, 3-й Монетчиковский пер., д.4/6, стр.1",И.О.Председателя Правления,Трусов А.А.,Главный бухгалтер,Прокопова О.В.,Начальник управления,Андреев В.А.,959-36-00,21
1730,45,17399561,1027739042495,1730,044583368,12/1/2010,"ОАО ""ПРБ""","123557,  г. Москва, ул. Пресненский вал, д. 14, стр. 3",Председатель Правления,О.В. Курбатов,Заместитель Главного бухгалтера,Е.В. Алябина,Начальник Управления отчетности,Е.П. Давыдова,739-00-99,30
1734,40,20503720,1027800004209,1734,044030816,12/1/2010,"ОАО ""ГАНЗАКОМБАНК""","191123, Санкт-Петербург, Манежный пер., 14, литер А",Председатель Правления,Субханкулов В.М.,И.О. Главного Бухгалтера,Борисова И.В.,гл.специалист,Зайцева А.М.,719-61-97,21
1736,45,09308415,1027739186738,1736,044585325,12/1/2010,"ООО КБ ""Жилкредит""","107023,  г. Москва, ул. Малая Семеновская, д. 1, стр. 1",Зам.Председателя Правления,Климушкин Д.А.,Главный бухгалтер,Юсупова Н.К.,бухгалтер,Гришкина Н.Ю.,786-27-67,25
1738,53,11916110,1025600001019,1738,045330852,12/1/2010,"ОАО ""НСТ-БАНК""","462359, Оренбургская обл., г. Новотроицк, ул. Советская, 49",Председатель Правления,Шарова О.А.,Главный бухгалтер,Житкова Т.Н.,Ведущий экономист по планированию и анализу,Данильченко С.Г.,67-69-79,24
1743,65,16638437,1026600002065,1743,046577957,12/1/2010,"ЗАО ""Сберинвестбанк""","620146, г. Екатеринбург, ул. Шаумяна, 73",И.о. председателя правления,Сычев Д.Г.,Главный бухгалтер,Зубова О.В.,Начальник отдела сводной отчетности,Игнашкина Е.С.,379-22-95,30
1745,94,13068554,1021800001508,1745,049401814,12/1/2010,"ОАО ""БыстроБанк""","426008, Удмуртская Республика, г.Ижевск, ул.Пушкинская,268",Президент,Колпаков В.Ю.,Главный бухгалтер,Клюева Г.Г.,Руководитель отдела консолидированной отчетности,Чуракова Г.Г.,90-80-90,30
1747,32,22926287,1024200001792,1747,043209770,12/1/2010,"ООО ""НОВОКИБ""","654080, Кемеровская область, город Новокузнецк, улица Кирова, дом 69",Заместитель Председателя Правления,Глухова О.А.,Главный бухгалтер,Широбокова В.Г.,Ведущий специалист по отчетности,Ткаченко Л.И.,(3843)459267,21
1751,45,25094551,1107711000022,1751,044552866,12/1/2010,АКБ МОСОБЛБАНК ОАО,"109028, г. Москва, ул. Солянка,  д. 3, стр. 2",Заместитель Председателя Правления,Зедина Ю.А.,Зам. Главного бухгалтера,Шияновский И.Г.,Начальник отдела отчетности,Старцева О.В.,626-21-01 доб. 20-82,29
1752,89,12925200,1021300000072,1752,048952749,12/1/2010,"АККСБ ""КС БАНК"" (ОАО)","430005, Республика Мордовия, г.Саранск, ул.Коммунистическая, 52",Руководитель,Старший Вице-президент банка Зубова Л.А.,Зам.главного бухгалтера,Кузнецова Н.В.,экономист,Филева И.Г.,24-01-50,26
1763,24,10731360,1043700028679,1763,042406705,12/1/2010,"ОАО КБ ""ИВАНОВО""","153002, г.Иваново, просп. Ленина, д. 31-А",Председатель правления,Морковкин А.Л.,Главный бухгалтер,Орысюк С.Б.,Начальник отдела анализа и отчетности,Тихомирова Л.А.,(4932) 32-69-26,29
1765,12,10393578,1023000817388,1765,041203715,12/1/2010,ОАО ЕАТПБанк,"414000 г.Астрахань ул.Ногина, 3",Руководитель,Царева Л.Ю.,Главный бухгалтер,Антонова Т.Н.,Начальник операционного отдела,Бровченко Л.В.,390224,30
1776,45,09308343,1027739340584,1776,044525352,12/1/2010,"ОАО Банк ""Петрокоммерц""","127051, г. Москва, ул. Петровка, д. 24, стр. 1",Первый Вице-президент,Колобова Н.В.,Главный бухгалтер,Фунтова Е.В.,Начальник отдела балансовой отчетности,Кондратенко Е.Ю.,623-46-57,25
1777,45,12844128,1020700001464,1777,044599205,12/1/2010,"ОАО КБ ""ЕВРОКОММЕРЦ""","111020, г. Москва, ул. Авиамоторная, д. 11, корпус 1",Председатель Правления,Маремкулов А.В.,Главный бухгалтер,Шокарова Р.М.,Нач.отдела,Агирова З.М.,361-31-67,21
1781,24,10729179,1023700001467,1781,042406701,12/1/2010,"ОАО КИБ ""ЕВРОАЛЬЯНС""","153000, г.Иваново, ул.Станко, д.13",Председатель правления,Суглобова М. В.,Главный бухгалтер,Сергеева Е. С.,Исполнитель,Дригинкина И. В.,41-15-69,30
1788,57,2404639,1025900000059,1788,045773705,12/1/2010,"""ЗАО АКИБ ""Почтобанк""","614096, г. Пермь, ул. Ленина, 68",Председатель Правления,Жилин В.А.,Главный бухгалтер,Карпова В.И.,Начальник ФЭУ,Женина Р.В.,233-19-84,21
1792,36,11707493,1026300001991,1792,043602975,12/1/2010,"ООО ""Русфинанс Банк""","443013, Самарская область, г. Самара, ул. Чернореченская, дом 42а",Заместитель Председателя Правления,Ревякина О.П.,Главный бухгалтер,Буйдинова С.В.,Начальник отдела,Бондарева Т.Ф.,269-69-11 (04756),21
1794,42,11200305,1024800001863,1794,044206708,12/1/2010,"ОАО ""Липецкоблбанк""","398050, г.Липецк, пл. Плеханова,1",Генеральный директор,Бобылева С.В.,Главный бухгалтер,Стеганцева В.И.,Исполнитель,Душкина  И.А.,25-71-71,21
1809,71,21768455,1028600003497,1809,047169742,12/1/2010,"ЗАО НГАБ ""Ермак""","628624, Тюменская обл., Ханты-Мансийский автономный округ - Югра, г. Нижневартовск, ул. Мира, 68",Заместитель председателя правления,Семенова Т.В.,Главный бухгалтер,Соломатова Л.Н.,Экономист САО,Бакланова Е.С.,(3466) 49-50-67,27
1810,10,09272303,1022800000079,1810,041012765,12/1/2010,"""Азиатско-Тихоокеанский Банк"" (ОАО)","675000, Амурская обл., г. Благовещенск, ул.Амурская, 225",И.о.председателя правления,Абазов И.В.,И.о.главного бухгалтера,Сторожук Н.А.,Заместитель директора ФАД,Ляндау Н.А.,220-426,30
1812,45,09807810,1027739649266,1812,044579553,12/1/2010,"ЗАО АКБ ""Хлебобанк""","115093,  г. Москва, ул. Щипок, д. 18",Председатель Правления,Алешин О.Н.,Главный бухгалтер,Гусева В.В.,Начальник ПЭУ,Трунова Т.И.,958-23-59,21
1816,14,09803373,1023100000153,1816,041403737,12/1/2010,"ОАО ""Белгородпромстройбанк""","308000, Белгородская область, г.Белгород, Народный бульвар, дом 79",Генеральный директор-председатель правления банка,Николаев А.В.,Главный бухгалтер,Понкратова Г.Т.,Главный специалист,Сенюк Т.В.,(4722)33-61-33,25
1818,60,24146116,1026100002708,1818,046014718,12/1/2010,"МКБ ""Дон-Тексбанк"" ООО","346500, Ростовская область, г. Шахты, пр. Красной Армии, 140",Председатель Правления,Игнатова Н.А.,Главный бухгалтер,Михайлина О.И.,Специалист,Петанова И.В.,22-46-71,25
1827,46,29305527,1025000000266,1827,044583705,12/1/2010,"ОАО КБ ""СОЦГОРБАНК""","141002, Московская область, г. Мытищи, Новомытищинский проспект, д. 11а",И.о. Председателя Правления,Басенко Светлана Юрьевна,И.о.главного бухгалтера,Воробьева Ольга Анатольевна,Начальник отдела отчетности,Сидорова И.Н.,775-10-28,29
1829,45,23832312,1025600001668,1829,044583861,12/1/2010,"ООО ""Инбанк""","107113, г. Москва, ул. Сокольнический вал, д. 1/2, стр. 1",Заместитель Председателя Правления,Ларина С.Ю.,Главный бухгалтер,Гусева М.Е.,Начальник управления сводной отчетности,Кочнева Е.Б.,640-02-30,21
1835,45,17519373,1027739030110,1835,044552732,12/1/2010,"ОАО ""ЛЕСПРОМБАНК""","127051,  г. Москва, Петровский бульвар, д.19/2, стр.1",Заместитель Председателя Правления,Таекина И.А.,Главный бухгалтер,Курбанмагомедова Ф.Р.,Начальник отдела бухгалтерской отчетности,Стойлова Л.А.,(495) 6253031,20
1851,22,09116158,1025200000176,1851,042202772,12/1/2010,"ЗАО ""Нижегородпромстройбанк""","603950, г.Нижний Новгород, улица Грузинская, 21",Председатель Правления,Лебедев В.А.,Главный бухгалтер,Омельяненко Т.И.,И.о.начальника отдела,Акамсина И.А.,433-36-30,21
1868,83,12391939,1026800000028,1868,048327731,12/1/2010,"ОАО ""Вкладбанк""","361500, Кабардино-Балкарская Республика, г. Баксан, ул. Панаиоти, 226",Заместитель Председателя Правления,Гриднев А.В.,Главный бухгалтер,Бадракова Л.Х.,Исполнитель,Мамиков А.Х.,86634 4-12-53,21
1869,07,10253149,1022600000059,1869,040708774,12/1/2010,"ОАО КБ ""ЕвроситиБанк""","357500, Ставропольский край, г.Пятигорск, проспект 40 лет Октября, 58а",Руководитель,Коргов А.А.,Главный бухгалтер,Бирюкова Е.Н.,Исполнитель,Монастырная Н.В.,(8793) 97-33-98,21
1885,45,09308403,1027739553764,1885,044525341,12/1/2010,"АКБ ""ФОРА-БАНК"" (ЗАО)","119021,  г. Москва, Зубовский бульвар, д.25",Зам. Председателя Правления Банка,Бадимов А.В.,Главный бухгалтер,Юскаев Р.Ш.,Начальник отдела учета и отчетности,Подшивалова И.Л.,8-499-245-62-49,30
1896,19,10561293,1023500000655,1896,041909760,12/1/2010,"ЗАО ""Банк ""Вологжанин""","160001 г.Вологда, ул. Батюшкова д. 11","Председатель правления ЗАО ""Банк ""Вологж",Воронцов В.Б.,Главный бухгалтер,Исакова Л.А.,зам. начальника отдела,Яковлева Е.М.,21-18-29,25
1902,63,12253203,1026400002750,1902,046311771,12/1/2010,"ООО КБ ""Наратбанк""","410600, г.Саратов, ул.Московская, 75",Председатель Правления,Голлоев А.Д.,Главный бухгалтер,Муслимова А.С.,Исполнитель,Прохода Н.В.,(8452)278743,25
1910,32,16364359,1024200002859,1910,043207776,12/1/2010,"ООО ""КГБ-БК""","650000, Кемеровская область, г.Кемерово, проспект Советский, д.56",Председатель Правления,Долгова Ю.Ю.,Главный бухгалтер,Дементьева О.А.,Главный специалист,Кармаева С.В.,58-53-91,21
1917,92,12965889,1021600003160,1917,049205789,12/1/2010,"ЗАО ""Булгар банк""","420107, г.Казань, ул.Луковского, д.8",Вр.И.О.Председателя Правления,Федоров М.К.,Главный бухгалтер,Бахтина Л.В.,оператор,Трушев В.В.,570-59-83,27
1926,40,25102440,1020500001170,1926,044030870,12/1/2010,"ООО КБ ""НЕВАСТРОЙИНВЕСТ""","190020, г. Санкт-Петербург, Рижский проспект, дом № 48, Лит. А, Пом.2-Н",Зам.Председателя Правления,Павлов М.А.,Зам.Главного бухгалтера,Ушаков В.Н.,Исполнитель,Ушаков В.Н.,703-53-05,21
1927,34,10041566,1022200525841,1927,043469751,12/1/2010,"ОАО КБ ""Региональный кредит""","156000, г. Кострома, ул. Свердлова, 25 а","Заместитель Председателя Правления ОАО КБ ""Региональный кредит""",Панкратова В.А.,Главный бухгалтер,Рябкова Л.А.,Начальник отдела,Ефимова В.Ю.,39-49-00(вн.15-06),26
1928,07,10253452,1022600001984,1928,040708775,12/1/2010,"ООО КБ ""ГРиС-Банк""","357500, Ставропольский край, г.Пятигорск,  ул. Почтовая, 56",И.О.председателя ПравленияИ.О.Председателя Правления,Чересленко Ю.А.,Главный бухгалтер,Симонян С.С.,Исполнитель,Митько А.С.,38-57-11,21
1939,45,09301200,1027739474355,1939,044599399,12/1/2010,"ООО КБ ""Ренессанс""","119330, г. Москва, Мичуринский пр-т, дом 6, корпус 3",Председатель Правления,Крылов М.Н.,Главный бухгалтер,Бурдасова М.А.,Ведущий экономист отдела отчетности,Целовальникова Д.К.,(495) 637-30-90 доб.122,30
1942,45,09317031,1027739326010,1942,044525243,12/1/2010,"ЗАО ""ГЛОБЭКСБАНК""","121069,  г. Москва, ул.Б.Никитская, д.60, стр.1",Старший Вице-президент,С.В. Филиппов,Главный бухгалтер,Т.В. Маркова,Главный экономист,А.Д.Еремина,411-82-37,30
1943,80,09105539,1020200000424,1943,048082765,12/1/2010,"ОАО Банк ""ПСБ""","453124, Республика Башкортостан, г.Стерлитамак, ул.Худайбердина,46",Председатель Правления,Трошкин Д.Н.,Главный бухгалтер,Якупова В.М.,Старший специалист,Шамсиева З.Р.,3473-25-66-88,25
1946,12,10395423,1023000927520,1946,041203726,12/1/2010,ОАО АГРОИНКОМБАНК,"414040, г. Астрахань, ул. Красная Набережная, 37",Председатель Правления,Искаков Э.Н.,Главный бухгалтер,Кужакова М.С.,Ведущий специалист,Каширина Л.Н.,22-32-12(130),21
1948,45,17530972,1027700135540,1948,044599313,12/1/2010,"ООО МИБ ""ДАЛЕНА""","111024,  г. Москва, Шоссе Энтузиастов, д.23",Председатель Правления,Комехова Т.В.,Главный бухгалтер,Малышева Ю.В.,зам.главного бухгалтера,Ермолаева Л.В.,673-10-10,23
1949,24,20515858,1083700000471,1949,042406718,12/1/2010,ЗАО НАЦИОНАЛЬНЫЙ БАНК СБЕРЕЖЕНИЙ,"153000, г.Иваново, ул.Палехская, дом 2",Руководитель,Колотников В.М.,Заместитель главного бухгалтера,Пшеничникова Е.С.,исполнитель,Волков Э.Д.,48-25-93,21
1950,22,10645063,1025200000055,1950,042202798,12/1/2010,"ОАО КБ ""Эллипс банк""","603000, г. Нижний Новгород, пл. Максима Горького, д.4/2",Первый Заместитель Председателя Правления,Сысорина Л.А.,Главный бухгалтер,Котлярова Г.П.,Исполнитель,Соловьев Д.Ю.,422-52-02 (126),24
1951,45,17503886,1027739051053,1951,044585392,12/1/2010,"ООО ""ТАНДЕМБАНК""","123290,  г. Москва, Шелепихинское шоссе, д.11, корп.1",Президент,Кикоть С.В.,Главный бухгалтер,Клименко К.Г.,Риск-менеджер,Ковалев Г.А.,(499)  256-08-89,21
1955,45,09301476,1027739287355,1955,044585398,12/1/2010,"ООО ""Витас Банк""","129327,  г. Москва, ул.Енисейская, д.22, корп.2",Зам.Председателя Правления,Атциев Мурад Абдулкадырович,Главный бухгалтер,Балась Ирина Семеновна,Начальник отдела сводной отчетности,Романов Дмитрий Сергеевич,4727725,29
1956,40,22361164,1027800001987,1956,044030815,12/1/2010,"ООО КБ ""Инвест-Экобанк""","197101, Санкт-Петербург, ул. Мира, 30",Председатель Правления,Васильева Надежда Павловна,Главный бухгалтер,Кузнецова Светлана Александровна,Ведущий специалист отдела сводной отчетности,Сергеева Наталья Викторовна,233-9154,21
1957,66,12351785,1026700000073,1957,046614757,12/1/2010,"ОАО ""СКА-Банк""","214000 г.Смоленск, ул.Ленина, 13-А",Первый вице-президент,В.З. Комар,Главный бухгалтер,М.М. Курышина,главный экономист,Е.В. Сякина,20-16-03,30
1961,45,17534094,1027739019714,1961,044583139,12/1/2010,Связной Банк (ЗАО),"123001,  г. Москва, Ермолаевский пер., д. 27, стр. 1",Заместитель Председателя Правления,М.Н. Эльдаров,Главный бухгалтер,И.В. Ованова,Ведущий специалист Отдела отчетности,О.С. Паращая,796-90-05,30
1966,22,10668259,1025200000022,1966,042202705,12/1/2010,"ОАО ""НБД-Банк""","603950, г.Нижний Новгород, площадь Горького, 6",Председатель Правления,А.Г. Шаронов,Главный бухгалтер,М.В. Ремизова,экономист,Е.В. Долинская,22-000-22,21
1967,45,20588219,1027739599535,1967,044585391,12/1/2010,"ООО КБ ""Монолит""","105005,  г. Москва, ул. Радио, д. 7, стр. 1",Председатель Правления,Икрамов А.В.,Главный бухгалтер,Касапова Е.Я.,Начальник отдела бухгалтерской  отчетности и анализа,Горелова Т.Н.,783-84-25,21
1968,45,16582292,1025400001637,1968,044585526,12/1/2010,"КБ ""Русский ипотечный банк"" (ООО)","115035, г. Москва, ул. Садовническая, д. 46, стр. 1",Председатель Правления,Кириленко С.А.,Главный бухгалтер,Филиппов В.И.,Начальник отдела расчетов и отчетности,Блюм А.Н.,"(495) 684-11-11, доб. 2329",26
1971,71,12507282,1028600001880,1971,047162740,12/1/2010,ОАО ХАНТЫ-МАНСИЙСКИЙ БАНК,"628012, Тюменская обл., Ханты-Мансийский автономный округ - Югра, г. Ханты-Мансийск, ул. Мира, 38","Президент, председатель правления Банка",Мизгулин Д.А.,Главный бухгалтер,Маринина В.И.,Нач. отдела СО по РПБУ,Чернышов Р.А.,(3467)397513,30
1973,92,12998664,1021600000366,1973,049205795,12/1/2010,"ООО ""АвтоКредитБанк""","420066, г.Казань, пр-т Ибрагимова, д.48",Председатель Правления,Сухих Л.А.,Главный бухгалтер,Самигуллина Р.Р.,Зам.начальника аналитического отдела,Апанасенко Л.В.,517-22-87,19
1975,84,16249960,1020400000081,1975,048405731,12/1/2010,"ООО КБ ""Алтайэнергобанк""","649000 , Республика Алтай , г.Горно-Алтайск , ул.Чорос-Гуркина, 53/1",Зам. Председателя Правления,Муканов В.И.,Главный бухгалтер,Рыбакова М.И.,нач. отдела фин. отчетности,Панькова И.А.,2-55-64,30
1978,45,09318941,1027739555282,1978,044585659,12/1/2010,"ОАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""","107045,  г. Москва, Луков переулок, д. 2, стр. 1",Председатель Правления,Николашин А.Н.,Главный бухгалтер,Сасс С.В.,Начальник отдела,Гречишкин С.А.,795-02-13,30
1982,45,17337293,1037739296825,1982,044525279,12/1/2010,"КБ ""БТФ"" ООО","117485,  г. Москва, ул. Профсоюзная, д.84/32, стр. 14",Первый Зам. Председателя Правления,Шуклин А.С.,Главный бухгалтер,Овчинникова Т.Ю.,Нач.отдела сводной отчетности,Музыкант Е.В.,644-02-60,30
1988,82,25126400,1020500000509,1988,048209734,12/1/2010,"АКБ ""ЭНО"" (ОАО)","367000, Республика Дагестан,  г.Махачкала, ул. Даниялова, д.1 ""В""",Председатель Правления,Алигишиев Г.З.,И.о Главного Бухгалтера,Ахмедова Р.И.,Бухгалтер,Тагиров А.М.,609999,30
1991,82,25127115,1020500000058,1991,048209742,12/1/2010,"ООО ""ЭСИДБАНК""","367000, Республика Дагестан, г. Махачкала, ул. Коркмасова, 45",И.о. председателя правления,Курбанов А.М.,Главный бухгалтер,Меджидова А. А.,исполнитель,Калияева З.Ю.,677494,25
2011,57,12036859,1025900003854,2011,045773707,12/1/2010,"ОАО АКБ ""ЭКОПРОМБАНК""","614045, г. Пермь, ул. Большевистская, 120",Председатель Правления,Туев А.А.,Главный бухгалтер,Убайдуллаева Г.С.,Ведущий экономист,Григорьева Ю.С.,219-53-11,21
2015,01,20986262,1022200525819,2015,040173745,12/1/2010,"""СИБСОЦБАНК"" ООО","656038, Алтайский край, г.Барнаул, ул.К.Маркса, 1",Председатель Правления,Корчагин А.И.,Главный бухгалтер,Загороднева И.А.,Начальник отдела анализа,Тюнина М.А.,370216,21
2023,26,,1020600000080,2023,042618761,12/1/2010,"КБ ""Сунжа"" ООО","386203, Республика Ингушетия, Сунженский район, ст. Орджоникидзевская,  ул. Осканова, 32",И.о. Председателя Правления,Берсельгов Р.М-Г.,Зам. главного бухгалтера,Доурбекова Е.Б.,Зам. главного бухгалтера,Доурбекова Е.Б.,722412,20
2027,45,16937128,1021100000393,2027,044579733,12/1/2010,"КБ ""Геобанк"" (ООО)","123557, г. Москва, Большой Тишинский переулок, д. 8, стр. 1",Председатель Правления,Годов Андрей Алекcандрович,Главный бухгалтер,Щербакова Евгения Сергеевна,Начальник отдела,Каратеева Нина Викторовна,"(499) 254-81-84, 221-33-41 доб. 4710",21
2029,66,12356727,1026700000030,2029,046614754,12/1/2010,"ООО КБ ""Смоленский Банк""","214000, город Смоленск, ул.Тенишевой, д.6 а",Руководитель,Данилов А.А.,Главный бухгалтер,Листовская Н.С.,Нач.отдела экономического анализа,Кривошеева О.А.,38-45-24,21
2034,45,12391945,1027739058720,2034,044583963,12/1/2010,"АКБ ""СЕРВИС-РЕЗЕРВ"" БАНК (ЗАО)","119071,  г. Москва, ул. Орджоникидзе, д. 10",Председатель Правления,Полхлебова Н.И.,Главный бухгалтер,Щукова Т.А.,Начальник отдела бух.учета и отчетности,Симакина  Н.Н.,649-34-34,30
