REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,IM,IM_FIO,AG,AG_FIO,IC,IC_FIO,COM,C2_4
1027,12,09104296,1023000000210,1027,041203729,10/1/2010,ОАО ВКАБАНК,414000 г.Астрахань ул.Ленина 20,Президент ОАО ВКАБАНК,Сухоруков В.П.,Главный бухгалтер,Ломова Л.Н.,Ведущий экономист,Коняева Л. И.,392971,30
1037,84,16250070,1020400000400,1037,048405712,10/1/2010,"ООО КБ ""Майма""","649000, Республика Алтай, г.Горно-Алтайск, ул.Чорос-Гуркина, 29",Генеральный директор,Р.В. Бабаев,Главный бухгалтер,О.В. Кабардина,Главный спец-т по управлению рисками,Живетьев В.В.,2-28-60,22
1043,46,09211551,1025000000090,1043,044695151,10/1/2010,"ЗАО ""Промсбербанк""","142110, Московская область, г. Подольск, ул. Кирова, д.19",ПРЕДСЕДАТЕЛЬ  ПРАВЛЕНИЯ,БАРАНОВА  В.Л.,ГЛАВНЫЙ БУХГАЛТЕР,КОВАЛЕВА В.В.,Начальник финансового управления,ЛАВРУЩЕВА О.Н.,933-58-06,22
1046,28,09131235,1026900001347,1046,042822729,10/1/2010,"ООО КБ ""Гефест""","171506, Тверская область, г.Кимры, ул.Урицкого, д. 19",Председатель Правления,Шамратова Т.Е.,Главный бухгалтер,Простухина Ю.М.,Исполнитель,Цветкова М.А.,3-10-84,22
1049,95,46224302,1021900002563,1049,049514745,10/1/2010,"ООО ""Хакасский муниципальный банк""","655017, Республика Хакасия, г.Абакан, ул.Хакасская, 73",Председатель правления,Сидорова О.Н.,Главный бухгалтер,Шиленко Н.В.,Исполнитель,Саркина Э.А.,34-34-52,30
1050,14,09803255,1023100000857,1050,041424725,10/1/2010,"ООО ""Осколбанк""","309511, Белгородская область, г. Старый Оскол, мкр. Олимпийский, 62",ПРЕДСЕДАТЕЛЬ ПРАВЛЕНИЯ,Волков Ф.Н.,Главный бухгалтер,Плутахина Е.Н.,Специалист ПЭО,Кожевникова Е.Н.,(4725)44-98-76,22
1053,45,09107126,1027739326306,1053,044583547,10/1/2010,"КБ ""Финансовый стандарт"" (ООО)","127287, г. Москва, Старый Петровско-Разумовский проезд, д. 2 А, стр. 1",Председатель  Правления,Лысенко Ю.А.,Главный бухгалтер,Убеева Ю.Ю.,Главный бухгалтер,Убеева Ю.Ю.,(495) 287-95-35,30
1059,45,09286311,1027739435668,1059,044579721,10/1/2010,"КБ ""МРБ"" (ООО)""","109341, г. Москва, ул. Люблинская, д. 151",Председатель Правления,Леонова Л. Д.,Зам. главного бухгалтера,Коробова В.А.,Начальник Отдела отчетности,Москачева М.В.,921-19-94,22
1060,97,09286274,1022100008325,1060,049706717,10/1/2010,"КБ ""БДБ"" (ООО)","429060, Чувашская Республика, г.Ядрин, ул.Красноармейская, 5",Руководитель,Ерзин К.Н.,Главный бухгалтер,Погодина Н.В.,Ведущий специалист кредитного отдела,Иванова И.Ю.,22-5-65,26
1065,45,09318525,1027739544425,1065,044552118,10/1/2010,"АКБ ""Традо-Банк"" (ЗАО)","119017, Москва, ул. Малая Ордынка, дом 20, стр.1",Председатель Правления,Е.М.Костенко,Главный бухгалтер,В.А.Городничев,Заместитель главного бухгалтера,Н.Ю.Труфанова,953-60-34,22
1067,25,09125424,1023800000124,1067,042520706,10/1/2010,"ОАО ""БайкалИнвестБанк""","664007, Иркутская область, г. Иркутск, ул. Октябрьской Революции, 5",Председатель Правления,Б.А. Туник,Главный бухгалтер,О.К. Ситникова,Руководитель сектора финансового планирования и управления,Е.В. Рабинович,25-88-00,22
1068,40,09282454,1097800006589,1068,044030885,10/1/2010,"ОАО ""Невский банк""","196084, Санкт-Петербург, ул. Киевская, 5 корп. 3",Председатель правления,Васильев В.Н.,Главный бухгалтер,Перелетова Е.В.,Начальник отдела,Федотова Н.Ю.,252-09-18,22
1071,53,09284683,1025600006024,1071,045318806,10/1/2010,"ОАО КБ ""Спутник""","461630, Оренбургская обл., г. Бугуруслан, ул. Фрунзе, 103",Руководитель,Крейк И.А.,Главный бухгалтер,Кудашева О.В.,Исполнитель,Давыдова И.С.,8(35352)33085,30
1073,45,09318608,1027739837366,1073,044552685,10/1/2010,"АКБ ""РУССЛАВБАНК"" (ЗАО)","119049,  г. Москва, ул. Донская, д.14. стр. 2",Заместитель Председателя Правления,Блудов Сергей Михайлович,Заместитель главного бухгалтера,Соловьева Екатерина Владимировна,Главный экономист Отдела отчетности,Кузнецова Ольга Евгеньевна,237-25-90,22
1084,78,09288304,1027600000185,1084,047885715,10/1/2010,"ОАО КБ ""Верхневолжский""","152903, Ярославская область, г.Рыбинск, ул.Братьев Орловых, 1а",Председатель Правления,Тимофеева Н.В.,Главный бухгалтер,Фомичева Е.Н.,Начальник отд. отч?тности,Кисел?ва И.Н.,8(4855) 21-34-71,22
1088,45,09287581,1027739534052,1088,044552514,10/1/2010,"КБ ""МАК-банк"" (ООО)","119180,  г. Москва, ул. Большая Якиманка, д. 23",Зам. Председателя  Правления,Миронов В.В.,Главный бухгалтер,Журавлев Н.П.,Начальник УСО,Сердюк Э.В.,(499) 238-48-86,22
1093,78,09288250,1027600000020,1093,047888744,10/1/2010,"ОАО КБ ""ЯРОСЛАВИЧ""","150000, г.Ярославль, ул.Собинова, 31/6",Президент банка,Т.В.Щеголева,Главный бухгалтер,Т.Б.Микрюкова,Начальник отдела,Николаева С.Н.,30-25-44,26
1114,22,09116282,1025200000198,1114,042274756,10/1/2010,"ОАО Комбанк ""Химик""","606008, Нижегородская область, г.Дзержинск, улица Урицкого, 10 - Б",Председатель Правления,Вихарев Н.П.,Главный бухгалтер,Гречиха Д.А.,Зам. начальника отдела,Кресова И.А.,(8313)260143,22
1115,34,9139194,1024400003858,1115,043469720,10/1/2010,"ООО ""Костромаселькомбанк""","156013, г. Кострома, ул. Калиновская, 36",Председатель Правления банка,Жердев Алексей Александрович,Главный бухгалтер,Веселова Анна Николаевна,старший экономист,Курчин А.В.,49-07-40,22
1121,66,09258533,1026700000051,1121,046615706,10/1/2010,"ОАО АКБ ""Смолевич""","216500, Смоленская область, город Рославль, ул.Пролетарская, 47",Директор,Л.П. Игнатова,Главный бухгалтер,Л.П. Головлева,Специалист ОВК,Н.А. Киселева,(48134) 4-08-39,22
1134,24,09287115,1021400728293,1134,042406798,10/1/2010,"""РеКорБанк"" (ООО)","153000, Ивановская обл., г. Иваново, ул. Степанова, д. 15",Председатель Правления,Сергеев С.А.,Главный бухгалтер,Скрыкова О.А.,Исполнитель,Тарасова В.В.,930430,22
1136,79,09143095,1020100002394,1136,047908704,10/1/2010,"АКБ ""МАЙКОПБАНК"" (ЗАО)","385000, Республика Адыгея, г.Майкоп, ул.Пионерская, 276",И.О.Председателя Правления,Поликова Е.Е.,Главный бухгалтер,Сысоева Л.Ф.,экономист  ОЭА и ДО,Ефимова Е.Л.,52-27-16,21
1137,83,09128121,1020700000254,1137,048327749,10/1/2010,"""БУМ-БАНК"", ООО","360000, Кабардино - Балкарская республика, г.Нальчик, ул,Ногмова, 62",И.о.председателя правления,Веревкина Г.В.,Главный бухгалтер,Маржохов Э.Д.,Специалист,Тлупова Л.А.,42-34-30,20
1139,45,09231468,1022600000158,1139,044552930,10/1/2010,"АКБ ""Русский Трастовый Банк"" (ЗАО)","119180, г. Москва, 1-ый Хвостов пер., д. 11, стр. 2",Заместитель Председателя правления,Горская Н.Э.,Главный бухгалтер,Емельянова М.В.,Заместитель Главного бухгалтера,Образцова Т.В.,780-62-55,22
1143,64,09319252,1026500000317,1143,046401724,10/1/2010,"""ООО Охабанк""","693020, Сахалинская область, г. Южно-Сахалинск, ул. Амурская, д. 53",Председатель Правления,Слатова В. Н.,Главный бухгалтер,Шандрина О.Л.,старший экономист,Швец С.В.,499-761,22
1144,25,39092538,1023800000069,1144,042511741,10/1/2010,"""Братский АНКБ"" ОАО","665717, Иркутская область, г. Братск, ул. Комсомольская,43",Зам. Председателя Правления,И.А.Семенчук,Гл. Бухгалтер,О.Р. Дубнова,ведущий экономист,Ковал?ва А.Г.,411372,26
1151,29,09317783,1024000001739,1151,042908748,10/1/2010,"ООО КБ ""Калуга""","248001, г. Калуга, ул. Академика Королева, д. 51",Председатель Правления,Кокина Т.А.,Главный бухгалтер,Буркун Т.М.,Начальник экономического отдела,Новиков Ю.В.,54-94-25 (доб.102),26
1158,32,09800185,1024200001814,1158,043209740,10/1/2010,"ОАО АБ ""Кузнецкбизнесбанк""","654080, Кемеровская область, г.Новокузнецк, ул.Кирова, 89а",Председатель правления,Буланов Ю.Н.,Главный бухгалтер,Шигаутдинова С.А.,Экономист,Севрюкова Л.А.,76-40-52,30
1166,22,09116299,1025200001001,1166,042220760,10/1/2010,"ОАО НКБ ""РАДИОТЕХБАНК""","603009, г.Нижний Новгород, улица Батумская, 21а",Председатель Правления,Кострова Л.А,Главный бухгалтер,Бобарыкина Т.А.,зам.начальника ПЭО,Садова М.В.,465-71-56,22
1184,25,09125223,1023800000190,1184,042502710,10/1/2010,"ЗАО ""Гринкомбанк""","665451, Иркутская область, г. Усолье-Сибирское, Комсомольский проспект, 89",И.о. Председателя Правления,Волкова О.М.,Главный бухгалтер,Остапюк И.М.,Экономист,Иванова Е.Е.,8(39543)70367,26
1202,93,09264189,1021700000079,1202-К,049304740,10/1/2010,"ОАО НКО ""Тувакредит""","667000, Республика Тыва, г.Кызыл, ул.Чульдум, 40-а",Президент,Мухиев И.М.,Главный Бухгалтер,Шевченко Т.А.,Главный специалист,Тукмачева И.Н.,3-65-57,22
1203,28,09267012,1027100000135,1203,042809990,10/1/2010,"ОАО ""Международный торгово-промышленный банк""","170001, г.Тверь, ул. Спартака, д.47",Президент Банка,Сакадынская Ирина Викторовна,Главный бухгалтер,Мозгалева Татьяна Михайловна,Исплнитель,Щербина Ю.А.,42-41-57,26
1239,07,09231072,1022600000345,1239,040717713,10/1/2010,"АКБ ""Зеленокумский"" (ОАО)","357910, Ставропольский край, г.Зеленокумск, ул. Учительская,3",Председатель Правления,Богданова С.П.,Главный бухгалтер,Гогова В.П.,экономист 2 категории,Жигулина О.В.,+7(86552)22240,22
1242,42,09156011,1024800001852,1242,044206704,10/1/2010,"ОАО ""Липецккомбанк""","398600, г.Липецк, ул. Интернациональная, 8",Зам. Генерального директора,Л.А. Харитонова,Главный бухгалтер,С.Ю. Зубенкова,Исполнитель,Н.П.Пастух,329-271,26
1244,28,09131318,1026900001040,1244,042809737,10/1/2010,"ООО КБ ""Велга""","171210, Тверская область, г.Лихославль,Театральный переулок, дом 4",Председатель Правления банка,Митусова Н.П.,Главный бухгалтер,Некрасова Л.Н.,Зам.председателя Правления,Белякова В.Ф.,(261) 3-50-62,22
1249,98,09287233,1021400000380,1249,049805709,10/1/2010,"АБ ""Таатта"" ЗАО","677000, Республика Саха (Якутия), г. Якутск, ул. Орджоникидзе, 46/1",Председатель правления,Пантазьев И.И.,Главный бухгалтер,Епанчинцева А.Р.,ведущий специалист,Уланова А.Т.,39-00-00,30
1276,47,09221079,1025100001838,1276,044705709,10/1/2010,"ОАО ""ДнБ НОР Мончебанк""","183032, г. Мурманск, пр. Ленина, 14",Председатель Правления,Двойнишникова В.И.,Гл.бухгалтер,Плечакова Е.М.,Начальник отдела учета и сводной отчетности,Легкая Л.А.,555-341,30
1277,22,09116052,1025200000077,1277,042206759,10/1/2010,"ООО комбанк ""Богородский""","607600, Нижегородская область, г.Богородск, улица Ленина, 185",Зам. Председателя Правления,Пугина А.А.,Главный бухгалтер,Ларионова И.А.,Начальник ПЭУ,Латяев М. А.,(83170)2-15-21,22
1280,97,09286357,1022100000064,1280,049706725,10/1/2010,"АКБ ""ЧУВАШКРЕДИТПРОМБАНК"" ОАО","428000, Чувашская Республика, г.Чебоксары, Проспект Московский,3",Председатель Правления Банка,Ключников А.А.,Главный бухгалтер,Максакова С.В.,Главный специалист,Жестина Н.М.,58-31-11,26
1281,22,09116036,1025200000011,1281,042204757,10/1/2010,"ЗАО комбанк ""Арзамас""","607220, Нижегородская область, г.Арзамас, улица Кирова, 33",Председатель правления,Князев А.Ю.,Главный бухгалтер,Козырь М.Г.,Начальник отдела по управлению банковскими рисками,Грузина Е.И.,(83147)40942,22
1282,53,09320692,1025600002064,1282,045306818,10/1/2010,"ОАО ""Бузулукбанк""","461050, Оренбургская область, г. Бузулук, ул. Спортивная, д. 17-а","Директор ОАО ""Бузулукбанк""",Ануфриева Л.А.,Главный бухгалтер,Щукина И.А.,Исполнитель,Бондарева С.В.,7-60-20,30
1284,71,09286268,1022100008336,1284,047102804,10/1/2010,Банк СБРР (ООО),"625000, Тюменская область, г. Тюмень, ул. Некрасова, д. 11",Заместитель Председателя Правления,Суратов С.Е.,Главный бухгалтер,Вопилов И.В.,Начальник отдела отчетности,Третьякова Е.В.,(3452) 68-50-55,22
1291,58,09243721,1026000002160,1291,045853774,10/1/2010,"ОАО КБ ""ВАКОБАНК""","182100, Псковская область, г. Великие Луки, ул. К. Либкнехта, д. 15",Председатель Правления,Колмыков  А.Г.,Главный  бухгалтер,Федюкова О.А.,Главный специалист ПЭО,Лаппо С.А.,(81153) 5-16-74,22
1293,65,41718732,1026600006510,1293,046515774,10/1/2010,"БАНК ""НЕЙВА"" ООО","620000, г. Екатеринбург, ул. Репина, д. 22",Председатель Правления,Антонов О.А.,И.о. Главного бухгалтера,Медведева Г.Н.,Ведущий экономист,Бояркина А.М.,222-11-00 доб.0415,26
1300,75,09253493,1026600000041,1300,047501843,10/1/2010,"ООО ""УИК-БАНК""","454084, г.Челябинск, Свердловский проспект, дом 35 А",Заместитель Председателя Правления,Шумилова М.И.,Главный бухгалтер,Свинцова И.В.,Исполнтель,Равинская Татьяна Александровна,211-44-17,26
1307,27,22881700,1023900000080,1307,042748701,10/1/2010,"КБ ""ЭНЕРГОТРАНСБАНК"" (ОАО)","236016, г. Калининград,  ул. Клиническая , д.83""А""",Зам. Председателя Правления,Кононова С.Е.,Главный Бухгалтер,Панкова Т.Г.,Начальник департамента анализа и отчетности,Стангстиньш Е.Н.,45-15-37,30
1309,93,09264195,1021700000046,1309,049304735,10/1/2010,"ОАО АБ Народный банк РТ""","667000, Республика Тыва, г.Кызыл, ул. Тувинских добровольцев, 18",Президент,Нагибина Г.Л.,Гл. бухгалтер,Евсеева Н.В.,Исполнитель,Канзай Д.Б.,2-40-72,22
1312,68,09263511,1026800000017,1312,046850755,10/1/2010,"АКБ ""ТКПБ"" (ОАО)","392000, г. Тамбов, ул. Советская, 118",Президент банка,Хаустова Г.В.,Главный бухгалтер,Рытова О.В.,Исполнитель,Крылова Ю.А.,72-67-86,25
1319,63,09301178,1026400002067,1319,046311722,10/1/2010,"ЗАО ""Экономбанк""","410031, г.Саратов, ул.Радищева, 28",Председатель Правления,Суслов А.В.,Главный бухгалтер,Крикова Н.В.,Главный экономист,Брюзгин Антон Михайлович,26-37-74,22
1329,30,09275017,1024100000121,1329,043002708,10/1/2010,"ЗАО ""Солид Банк""","683024, Камчатский край, г.Петропавловск-Камчатский, ул. Лукашевского, 11",Председатель правления,Мединская С.П.,Главный бухгалтер,Трифонова М.А.,Экономист,Павлова Л.В.,266700,26
1343,50,09224343,1025400000010,1343,045017834,10/1/2010,"Банк ""Левобережный"" (ОАО)","630054, г. Новосибирск, ул. Плахотного, дом 25/1",Зам. генерального директора,Насонова А.А.,Главный бухгалтер,Колесникова С.В.,Главный экономист,Шульженко Лариса Геннадьевна,(383)210-50-31,30
1352,49,09223434,1025300002925,1352,044959746,10/1/2010,"ОАО УКБ ""Новобанк""","173003 Новгородская обл., г. Великий Новгород, наб. реки Гзень,  д.11","Заместитель Председателя ОАО УКБ ""Новобанк""",Лебедев В.В.,Главный бухгалтер,Макарова Т.В.,главный специалист,Антонова В.А.,73-26-74,26
1354,45,09610705,1027700381290,1354,044525607,10/1/2010,РНКБ (ОАО),"127030, г. Москва, ул. Краснопролетарская, д. 9, стр. 5",Президент,И. В. Кравченко,Заместитель главного бухгалтера,Р. В. Кагадий,Начальник Отдела экономического анализа,Немтинова Е. В.,232-90-45,26
1370,65,09253435,1026600001361,1370,046577993,10/1/2010,"ООО КБ ""Уралфинанс""","620219, город Екатеринбург, ул. Мамина-Сибиряка, д.111",Председатель Правления,Бондаренко А.В.,Главный бухгалтер,Конькова Е.Г.,экономист,Завражина О.Л.,278-20-03 (вн.1025),22
1376,75,09278990,1027400009064,1376,047501799,10/1/2010,"Банк ""Снежинский"" ОАО","456770, Челябинская область, г.Снежинск, ул.Васильева, 12",Председатель Правления,Богданчиков Ф. А.,Главный бухгалтер,Федюшкина Л.Д.,Начальник отдела анализа и отчетности УЭАиОР,Голыжбина Т.В.,247-59-72,26
1378,64,09620052,1026500000031,1378,046401728,10/1/2010,"ОАО ""Тихоокеанский Внешторгбанк""","693020, Сахалинская область, г. Южно-Сахалинск,  Коммунистический проспект,  д. 76.",Председатель Правления,А.В. Резаев,Главный бухгалтер,Н.В. Самойлова,исполнитель,Е.В. Воронцова,49-26-71,22
1398,80,09620276,1020200001634,1398,048073842,10/1/2010,"ОАО АКБ ""Башкомснаббанк""","450076, Республика Башкортостан, г.Уфа, ул.Гафури, 54",Первый заместитель председателя Правления,Мухтаров Р.Р.,Главный бухгалтер,Мустафина Л.З.,специалист,Халикова Н.Ш.,291-20-62,26
1399,29,10844124,1024000001002,1399,042908762,10/1/2010,"ООО банк ""Элита""","248000, г. Калуга, ул. Московская, 10",Председатель Правления,Помазкова О.П.,Главный бухгалтер,Степанова О.Н.,Экономист ПАО,Куликова О.А.,72-14-66,30
1405,45,09620402,1027739149778,1405,044552676,10/1/2010,"ОАО АРКБ ""Росбизнесбанк""","115162,  г. Москва, ул.Мытная, д.42-44, стр.12",Первый заместитель Председателя Правления,Хаджиева Лейла Саламбековна,Главный бухгалтер,Курова Валентина Владимировна,Заместитель главного бухгалтера,Хаджиев Муслим Мовладиевич,(495) 645-6161,30
1407,45,12187831,1026200000012,1407,044552763,10/1/2010,НОРВИК БАНК (ОАО),"107078, г. Москва, ул. Каланчевская, д. 13",Президент-Председатель Правления,Григорьева Н.Ю.,Главный бухгалтер,Собинякова В.Ю.,Заместитель главного бухгалтера,Нарчис М.В.,937-99-77 доб. 1057,22
1411,45,09620046,1027739337581,1411,044579629,10/1/2010,"ОАО ""МНХБ""","121069,  г. Москва, ул. Большая Никитская, д.49",Зам. Председателя Правления,Каштанова С.Н.,Главный бухгалтер,Фролова Л.И.,Главный специалист отдела отчетности и методологии,Богач Н.В.,223-01-01 доп. 10-35,30
1414,45,09620885,1027739049370,1414,044585779,10/1/2010,ОАО М2М Прайвет Банк,"125009,  г. Москва, Леонтьевский переулок, д. 21/1, стр. 1",Первый Заместитель  Председателя  Правления,Зражевский В.В.,Заместитель главного бухгалтера,Перелыгина Е.Н.,начальник отдела внешней отчетности,Ифантиди Ю.Х.,(495) 223-223-5,22
1415,78,12659282,1027600000152,1415,047888783,10/1/2010,"АКБ ""Ярзембанк"" (ЗАО)","150040, г. Ярославль, ул.Свердлова, 34.",Заместитель Председателя правления,Илюшкина А.Ю.,Главный бухгалтер,Молякова С.Е.,Начальник кредитно-инвестиционного отдела,Четверикова Марианна Юрьевна,72-63-26,22
1439,45,09620767,1027700540680,1439,044525181,10/1/2010,"Банк ""Возрождение"" (ОАО)","101000,  г. Москва, Лучников переулок, д. 7/4, стр. 1",Начальник Казначейства,Шалимов А.А.,Главный бухгалтер,Новикова А.А.,Ведущий специалист,Апалькова Л.А.,620-19-89,22
1441,65,09253174,1026600000063,1441,046577912,10/1/2010,"ООО КБ ""УМБ""","620062, г. Екатеринбург, ул. Генеральская, 3",Председатель правления,Бугрим Д.В.,Главный бухгалтер,Котенкова Т.И.,Зам.главного бухгалтера,Иванова Т.И.,375-65-06,22
1455,92,09265467,1021600000806,1455,049240748,10/1/2010,"ЗАО ГКБ ""Автоградбанк""","423831, Республика Татарстан, г.Набережные Челны, проспект  Хасана Туфана, 43",Заместитель Председателя Правления,Шайдуллина Р.Г.,Главный бухгалтер,Нуршаехова Р.М.,Экономист,Тагирова Л.И.,(8552)32-50-85,30
1460,10,10332973,1022800000112,1460,041012718,10/1/2010,"ОАО КБ ""Восточный""","675000,  Амурская обл., г.Благовещенск, пер. Святителя Иннокентия, 1",Председатель Правления,Власов Сергей Николаевич,Главный бухгалтер,Проскурина Людмила Станиславовна,Старший специалист,Сенатов А.Ю.,"(4212) 48-57-31, вн.1312",30
1470,45,09301192,1027700159288,1470,044525848,10/1/2010,"ОАО АКБ ""Связь-Банк""","125375,  г. Москва, ул.Тверская, д.7",Заместитель Председателя Правления,В.Ю. Мамакин,Зам. главного бухгалтера,И.В. Попова,Зам.начальника отдела,Мельник В.Ф.,7713260 д4164,30
1481,45,00032537,1027700132195,1481,044525225,10/1/2010,"ОАО ""Сбербанк России""","117997,  г. Москва, ул. Вавилова, д.19",Заместитель Председателя Правления  ОАО 'Сбербанк России',Е.А.Корол?в,И.о.главного бухгалтера -     директора Управления бухгалтерского учета и отчетности ОАО 'Сбербанк,В.И.Ткаченко,ведущий экономист,И.Н.Маликова,957-50-90,30
1521,45,17508783,1027739265355,1521,044552663,10/1/2010,"АКИБ ""ОБРАЗОВАНИЕ"" (ЗАО)","119991,  г. Москва, Ленинский проспект, д. 63/2, корпус 1",Первый заместитель генерального директора,Майданов А.А.,Главный бухгалтер,Куренкова Т.В.,Начальник отдела экономического анализа и сводной отчетности,Высоких В.Л.,788-98-60,30
1555,45,17526367,1027739165409,1555,044552664,10/1/2010,"АПБ ""Солидарность"" (ЗАО)","119334,  г. Москва, Ленинский проспект, дом 37, корпус 1",Заместитель Председателя Правления,Е.Н.Стулов,Главный бухгалтер,Т.В.Семеютина,Главный специалист,О.В.Емельянова,952-56-29,22
1557,65,09307651,1026600001042,1557,046577781,10/1/2010,"ОАО ""ВУЗ-банк""","620014, Екатеринбург, ул. Малышева, д.31-б/переулок Банковский, д.11",И.о. Председателя Правления,Серебряный А.Б.,Главный бухгалтер,Беляевских С.Л.,Исполнитель,Кузьмина А.В.,220-72-45,30
1573,45,13243000,1027739857958,1573,044583666,10/1/2010,"ОАО ""РосДорБанк""","115093,  г. Москва, ул. Дубининская, дом 86",Первый заместитель Председателя Правления,Виноградов А.В.,Главный бухгалтер,Аханова А.В.,Экономист,Ибрагимова Л.Т.,(495) 959-60-01 (2-433),30
1581,92,09265705,1021600000146,1581,049205798,10/1/2010,"АКБ ""БТА-Казань"" (ОАО)","420066, г.Казань, проспект Ибрагимова, д.58",Председатель Правления,Идрисов М. Х.,Главный бухгалтер,Заляева Л.Р.,Начальник отдела,Семушкина Д.В.,557-81-33,30
1586,40,11164704,1027800000172,1586,044030841,10/1/2010,"ЗАО КБ ""ТЕТРАПОЛИС""","197046, Санкт-Петербург, Крестьянский пер., 5, лит.А, пом.14Н, 18Н",Заместитель Председателя Правления,П.О.Пигарев,Главный бухгалтер,Т.Н.Филиппова,Начальник отдела экономического анализа и отчетности,Я.В.Атемасова,498-56-25 доб. 137,22
1598,45,09308296,1037739001079,1598,044579694,10/1/2010,"ОАО АКБ ""Лесбанк""","107031, г. Москва, Дмитровский пер., д.3, стр.4",Первый заместитель Председателя Правления,Шурыгина М.Г.,Главный бухгалтер,Скоробогатова И.В.,Начальник отдела отчетности,Лапшина Н.П.,956 19 20,22
1608,27,09307415,1083900000140,1608,042748802,10/1/2010,"ОАО КБ ""РЕГИОНАЛЬНЫЙ КРЕДИТНЫЙ БАНК""","236022, город Калининград, ул.Шиллера, дом 7",Председатель  Правления,Арушанова Наталия Сергеевна,Главный  бухгалтер,Семенова Елена Анатольевна,Начальник отдела отчетности,Клецкина Гульнара Шариповна,95-13-65,30
1614,91,09233102,1020900001781,1614,049133825,10/1/2010,"(ОАО ""Кавказпромстройбанк"")","369000, Карачаево-Черкесская республика, г. Черкесск, ул.Пушкинская, 84",И.о.Председателя Правления,Черепова Л.П.,И.о.Главного бухгалтера,Степанова С.В.,Гл.специалист ПЭУ,Мелкумова Л.А.,26-23-71,22
1617,60,12135515,1026100011200,1617,046015872,10/1/2010,"ООО КБ ""Донинвест""","344011, г. Ростов-на-Дону, пер. Халтуринский, 99",Первый Зам. Председателя Правления,Куранова Г.Д.,Главный бухгалтер,Зеленцова А.З.,Исполнитель,Чигладзе В. К.,2674233,26
1618,91,09233272,1020900001792,1618,049133816,10/1/2010,"(ЗАО АКБ ""Кавказ-Гелиос"")","369000, Карачаево-Черкесская республика, г. Черкесск, ул. Пушкинская, №82",1 зам. Председателя Правления,Калибабчук Л.Г.,Главный бухгалтер,Нестерова А.И.,старший экономист,Найд?нов В.Ю.,88782254811,22
1626,75,09278300,1027400000803,1626,047501742,10/1/2010,"ЗАО КБ ""УРАЛЛИГА""","454091, г.Челябинск, ул.Свободы, 83",Директор,Семенова В.Л.,Главный бухгалтер,Ухальская Л.В.,экономист,Шестакова Ю.Б.,267-07-71,22
1627,45,16897854,1021800004269,1627,044525810,10/1/2010,"ООО ""Городской Ипотечный Банк""","115035, г. Москва, Садовническая набережная, д. 9","Президент Банка, Председатель Правления Банка",Залога Г.И.,Главный бухгалтер,Дулина В.А.,Начальник отдела внешней отчетности,Поселяничева А.В.,(495) 783 7575 (доб.1059),26
1637,45,09307556,1027739296584,1637,044583685,10/1/2010,"КБ ""СДМ-БАНК"" (ОАО)","125424,  г. Москва, Волоколамское шоссе, д.73",Член Правления - Первый Заместитель Председателя Правления,Злобина О.Б.,Главный бухгалтер,Замилацкая Г.Е.,Начальник отдела отчетности прерд ЦБ РФ,Шкен?ва Л.Н.,777-11-92,30
1640,45,09307616,1027739661498,1640,044583636,10/1/2010,"ОАО МКБ ""Замоскворецкий""","119180,  г. Москва, ул. Большая Полянка, д.42/2, стр.4",Председатель Правления,Бударин И.Л.,Главный бухгалтер,Терентьева Н.В.,Главный бухгалтер,Терентьева Н.В.,953-30-00,22
1657,45,09307562,1037700024581,1657,044552684,10/1/2010,"КБ ""ИНТЕРКОММЕРЦ"" (ООО)","119435,  г. Москва, Большой Саввинский пер., д. 2-4-6, стр. 10",Председатель Правления,Бугаевский А. С.,Главный бухгалтер,Ибрагимова А.С.,Начальник отдела отчетности,Калинина Л.Н.,380-22-22,22
1659,40,41761171,1023800000322,1659,044030904,10/1/2010,"ООО ""ПромСервисБанк""","198013, г. Санкт-Петербург, ул. Рузовская, д. 16, лит. А",Председатель Правления,А.Ю.Иванов,Главный бухгалтер,В.Л.Сеньковская,Начальник отдела Ликвидности,Е.В.Кутумова,(812)332 72 88,26
1661,45,17528716,1027739126865,1661,044579723,10/1/2010,"ОАО РАКБ ""МОСКВА""","121019, г. Москва, Малый Знаменский переулок, дом 3-5/3/6, строение 9",Заместитель Председателя Правления,Чжен Ольга Валентиновна,Главный бухгалтер,Никульцева Лариса Викторовна,Специалист отдела отчетности,Стоянова Евгения Афанасьевна,777-97-97,22
1663,87,09801517,1021100000085,1663,048717730,10/1/2010,"ОАО Комирегионбанк ""Ухтабанк""","169300, Республика Коми, г.Ухта, ул.Октябрьская, 14",Председатель Правления,Фадеев А.А.,И.о.главного бухгалтера,Кустова Е.А.,Ведущий экономист,Прыганова О.Н.,6-07-80,26
1673,83,09128084,1020700000826,1673,048341736,10/1/2010,"ООО ""Банк ""Майский""","361115, Кабардино - Балкарская Республика, г. Майский, ул. Ленина, 23",Руководитель,В.В. Лозинина,Главный бухгалтер,В.И. Заремба,Пом. пред. Правления,Мурадян Л.Б.,22-4-63,22
1679,45,09308314,1037739315965,1679,044579611,10/1/2010,"ООО КБ ""ДОРИС БАНК""","125009, Москва, Георгиевский переулок, д. 1, стр. 1",Председатель Правления,Максимова М. И.,Главный бухгалтер,Вишован Л.П.,Главный бухгалтер,Вишован Л.П.,692-44-55,22
